restaurant_name,location,Latitude,Longitude,Review
Namma Nati Mane,"House 1, Basaveshwara Nilaya, Sachidananda Ashram Road, Opposite Subhodaya Appartment, 2nd Main, 8th Cross Belathur, Kadugodi, Marathahalli, Bangalore",13.0066,77.75518,297
Amritsari Haveli,"595, Ground Floor, Kundalahalli, Brookefield, Bangalore",12.9642356676,77.715030089,58
Cafe'ISH,"211, First Floor, Both 2, AKG Colony, Channasandra Main Road, Kadugodi, Near MVJ College, Whitefield, Bangalore",12.9825518058,77.7627431847,0
A1 Food Services,"Shop 5, Manjunath Nagar, Seegehalli Main Road, Virgonagar Post, KR Puram, Bangalore",13.018208,77.719916,136
The Flower Tart,"Shop 2, KCR Residency, Shirdi Sai Nagar Main Road, Munnekolala, Marathahalli, Bangalore",12.9477279,77.7153513,0
Chiller's Nation - Iris Inn,"21, 22/3, Outer Ring Road, Mahadevpura, Marathahalli, Bangalore",12.9906415674,77.6874868199,44
Chetty’s Corner,"38/B1, Ground Floor, Kunnaj Arcade, AECS Layout, L N Pura, Brookefield, Bangalore",12.9599581,77.7137799,0
Sugar Cane Wala,"5th Cross, Akkamma Layout, Near Anjaneya Temple, Kaggadasapura, Bangalore",12.9889505,77.6870039,120
Kolapasi,"3/1 A, Arvind Avenue, Kundalahalli Gate, Brookefield, Bangalore",12.9573225521,77.7144430876,46
Lalaji Ki Kulfi,"3rd Floor, Brookfiled Mall, Brookefield, Bangalore",12.9658395,77.7179513,0
Habba Kadal,"326, Inner Circle, Ward 84, Hagadooru, Whitefield, Bangalore",12.9721126773,77.7491337061,74
Prasuma Momo Kitchen,"710, Thubarahalli, Varthur Road, Brookefield, Bangalore",12.956285,77.7215,109
Chinese Town,"121/2, ITPL Main Road, Near Brookfield Bus Stop, Brookefield, Bangalore",12.9641483,77.7177221,197
Tea Time,"Shop 10, N.S. Complex, ITPL Main Road, Opposite To Bank Of Baroda, Brookefield, Bangalore",12.9566384249,77.7146404982,282
Coco Hut,"14/9, Prashanti Nilayam, 4th Cross, Whitefield, Bangalore",12.9633097129,77.7485603839,40
Tea Bites Cafe,"Arjampudi Residency, Sri Laxmi Narayanasami Temple, Munekullala Bengay, Marathahalli, Bangalore",12.9492521389,77.7092542261,7
Jai's Biriyani Mane,"6/6 Ground floor, Jayaram Reddy Building, Next To Meghna Hospital, Hoodi Whitefield, Bangalore",12.9939000054,77.7172717452,0
Dan's Eatery & Creamy,"1/5, The Twin Oaks, Nallurahalli Circle, Whitefield, Bangalore",12.9697246717,77.7355265245,5
Ketchup Momos,"Sriram Arcade, Parking Area, Seegehalli, ITPL Main Road, Whitefield, Bangalore",13.0124525,77.7625179,0
Mom's Cook House,"125, 1st Cross, Manjushree Layout, FCI Godown Road, Channasandra, Kadugodi, Whitefield, Bangalore",12.9857921339,77.7669409514,75
The Winner's Taste,"35/lB, Varthur Main Road, Munnekolala, Mahadevapura, Marathahalli, Bangalore",12.9563864,77.7099479,22
The Wuhan Story,"23, 1st Floor, Sri Ram Complex, Vastu Bhoomi Layout, Seegehalli, Hosote Road, Whitefield, Bangalore",13.0163178393,77.7624106407,0
Toast - Pizzeria & Burger,"22, 23, Upper Ground, Forum Shantiniketan Mall, ITPL Main Road, Whitefield, Bangalore",12.989835282,77.7281128988,112
Kolkata Sweets,"9, 10, 1st Cross, Shree Shakti Layout, Kodigehalli, KR Puram, Bangalore",13.00581,77.73374,79
Apni Dukan,"87, Munnekolala, Kundanahalli Gate, Marathahalli, Bangalore",12.9498708939,77.7156496793,176
Sai Ram's Cafe,"Ground Floor, DSR Atrium, ECC Road, Whitefield, Bangalore",12.9840487681,77.7439821884,79
Sandwich Grill,"02, Shiridi Sai Nagar, 7th Cross, Near Sai Baba Temple, Marathahalli, Bangalore",12.9487416472,77.7131220326,41
Falafel Fresh,"Shop 6, 16th Cross, Gayatri Layout, Basavanapura Main Road, KR Puram, Bangalore",13.013339,77.7091589,38
The Coffee House,"229/321, SY 40/1, Ground Floor, Pattandur Agrahara, ITPL Main Road, Whitefield, Bangalore",12.9835260411,77.7532183751,40
The Corner Shop,"171, 3rd Cross, Kundalahalli Colony, ITPL Main Road, Brookefield, Bangalore",12.9696518125,77.7125634626,89
Litti Point,"55/1, Shirdi Sai Layout, 8 A Cross, Near Sai Baba Temple, Brookefield, Bangalore",12.9488280513,77.7130721662,82
Ramji Food Factory,"15, 11th Cross, Chinnapanahalli, Marathahalli, Bangalore",12.9723822,77.7069545,6
Guntoor Mirchi,"13, Lower Ground Floor, Forum Shanthinikethan Mall, ITPL Main Road, Whitefield, Bangalore",12.9894504334,77.7280880883,324
Boho,"4th Floor, Brookefields Mall, ITPL Main Road, Brookefield, Bangalore",12.9658336991,77.7181290463,1821
Palace Cuisine,"94, Pattandur Agrahara, Nalluralli Road, Whitefield, Bangalore",12.9771799,77.7329993,28
Litti Bhandar,"56, Sai Baba Temple Road, Marathahalli, Bangalore",12.948796868,77.7128178061,504
Puff & Curries,"Shop 2, SAS Complex, Nallurhalli Main Road, Siddhapura, Varthur Main Road, Whitefield, Bangalore",12.9586145406,77.7319383994,9
Maggination,"89, 1st Main, 6th Cross, Ramagondanahalli, Opposite Jagrati Apartments, Varthur Main Road, Whitefield, Bangalore",12.9563343,77.7410737,26
The Fry Shack,"K-06, Lower Ground Floor, Forum Shantiniketan Mall, Whitefield, Bangalore",12.989646,77.7277997,4
Berytoz,"A12, Silver Spring, Spice Garden Layout, Marathahalli, Bangalore",12.9574801057,77.7094832808,15
Cafe Oye Lassi,"G-15, Ground Floor, Brigade Metropolis, Main Road, Whitefield, Bangalore",12.9923230626,77.7032354102,138
Sardar Ji Ka Dhaba,"55/1, Shirdi Sai Layout, 8A Cross, Marathahalli, Bangalore",12.948902,77.7120523,0
Eat Roz,"121/2, Opposite Brigade Tech Gardens, Brookefield, Bangalore",12.964325,77.717866,129
Marigold Fine Dine Restaurant,"The Twin Oaks, 1/5, Nallurahalli Circle, Whitefield, Bangalore",12.9697276122,77.7355546877,324
Orzuv,"17, Green Park Avenue, Opposite Yamaha Showroom, Whitefield, Bangalore",12.9629058728,77.7479052544,1706
Mealicious,"64/3E, Nallurahalli Main Road, Opposite Doddamma Temple, Whitefield, Bangalore",12.9677577925,77.7342953905,228
Bawarchi Restaurant,"Ground Floor,  1st Main,6th Cross, Ambedkar Nagar, Whitefield, Bangalore",12.9798754161,77.7524868026,1272
Keshari Sweets & Snacks,"75/1, Nallurhalli, Whitefield, Bangalore",12.9697518,77.7353116,130
Toscano's Crafted Cakes & Desserts,"63, Unit 12, Upper Ground Floor, Prestige Shanthinikethan Mall, ITPL Main Road, Whitefield, Bangalore",12.98986,77.72808,12
Paanchforon,"Shop 88/5, Belathur Main Road, Kadugodi, Opposite Trifactra Esplanade, ITPL Main Road, Whitefield, Bangalore",13.0065706841,77.7514138973,0
Bhagini Residency,"10/A, Hoodi Village, K.R. Puram, Whitefield, Bangalore",12.9896085,77.7132,39
Sri Chowdeshwari Mudde Hotel,"967, Raj Palya, Opposite Bajaj Showroom, Whitefield, Bangalore",12.9917441618,77.7206560224,81
Kai Ruchi,"Basaveshwara Nilaya, Sachidananda Ashram Road, Oppositet To Subhodaya Apartment, 2nd Main, 8th Cross, Belathur, Kadugodi Post, KR Puram, Bangalore",13.0071496511,77.7546012787,86
Khichdi Kahani,"153, 2nd Cross Road, Near Water Tank, Kadugodi, Mahadevapura, ITPL Main Road, Whitefield, Bangalore",12.995904,77.769201,47
The Club Cafe,"229, Gramatana Temple Road, Pattanduru Agrahara, Whitefield, Bangalore",12.9803253,77.7335002,11
Layla - The Den Bengaluru,"ITPL Main Road, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",12.987590541,77.7334042266,477
FNP Cakes,"72/13, Shantamma Building, Nallurahalli Main Road, Siddapura Junction, Near Shell Petrol Bunk, Whitefield, Bangalore",12.957026265,77.7312996984,126
Best In Klass,"Ground Floor, Sigma Soft Tech Park, Varthur Kodi, Whitefield Main Road, Near Alpha Tower 7, Whitefield, Bangalore",12.9576072071,77.7443925664,57
Jenny's Brownies,"11B, SY 40/9, Devasandra Industrial Area, 2nd Stage, Hobli-MD Pura, KR Puram, Bangalore",12.99626,77.69564,0
Chakh-Na,"653/23/1/2, Sri Ram Complex, Vasthu Bhoomi Layout, Seegehalli, Whitefield, Bangalore",13.0163282924,77.7622443438,0
The Eatery - Four Points by Sheraton Bengaluru,"Four Points by Sheraton Bengaluru, 43/3, Whitefield Main Road, Whitefield, Bangalore",12.9789952591,77.7511520684,434
The Ice Cream Zone,"9/91, First Floor, Thubarahalli, Mahadevapura, Varthur Main Road, Brookefield, Bangalore",12.9556892468,77.7196213411,2
One Bites,"60 Feet Road, AECS Layout, Kundalahalli, Brookefield, Bangalore",12.9647868606,77.7173656225,14
BIB - Breakfast in the Box,"948, 2nd Floor, Raja Palya, Hoodi, Near Raja Palya Auto Stand, Brookefield, Bangalore",12.991423,77.721017,628
Dumont,"78/2, Nellurhalli Road, Varthur, Hobli, Siddapura, Whitefield, Bangalore",12.9636831602,77.7323331397,4
Creams & Bites,"9/91, 1st Floor, Thubarahalli, Varthur Main Road, Whitefield, Mahadevapura B.B.M.P East, Brookefield, Bangalore",12.955698,77.71913,2
Mimi Takeout,"710, Varthur Road, Thubarahalli, Whitefield, Brookefield, Bangalore",12.956285,77.721499,26
WOW! Momo,"Ground Floor, Sai Paryavaran House, Kundalahalli Main Road, Brookefield, Bangalore",12.973442,77.710209,8
Ghee and Turmeric,"Survey 111 And 123/2, Ground Floor, Brookefield Mall, Brookefield, Bangalore",12.9658307585,77.7181270346,3
Lassi Corner,"Shop 2, Site 40, Khatha 115/1, Hoodi Main Road, Surya Layout, Ayyappa Nagar, B.B.M.P East, KR Puram, Bangalore",13.0035960063,77.7126244828,371
Five Star Chicken,"Ayyapa Nagar Main Road, KR Puram, Bangalore",13.0042820298,77.7113420516,93
VV Rolls And Shawarma,"194, 1st Floor, Pattandur Agrahara, Near ITPL Gate 3, Whitefield, Bangalore",12.9842199609,77.7340777963,255
Biryani Express,"823, Opposite Bharat Petrol, Bunk Rajpalya Hoodi, Whitefield, Bangalore",12.9908924693,77.7215341106,135
LalChi,"Shop 2, 1st Floor, Apple City Complex, Kadugodi, Seegehalli Road, Whitefield, Bangalore",13.008424,77.7587771,53
Annapoorna Kitchen,"782, First Floor, C Block, Sri Sai Krupa, 2nd Main, AECS Layout, Brookefield, Bangalore",12.9633555669,77.7137555388,104
Dial A Biryani,"Raj Pinnacle Building, Kitchen 4, 1st Floor, Plot 7F, Behind RxDx Hospital, Doddanakundi Industrial Area 2, Mahadevpura, Near Whitefield, Bangalore",12.9769733897,77.7109344993,0
The Home Chef,"Plot 8, 1st Cross, SY No 75, Nandi Infotech Building, Mahadevapura Post, Whitefield, Bangalore",12.992755,77.758197,0
Hokart - Mane Oota,"6/5, ITPL Main Road, Lakshminarayana Pura, AECS Layout, Marathahalli, Bangalore",12.959245,77.715971,0
Hokart Andhra Hotel,"Novator Building, Pattandur Agrahara Road, Whitefield, Bangalore",12.9857061,77.7326861,0
Spicy Dates,"37, Surya Layout, Ayappa Nagar, KR Puram, Bangalore",13.0032644276,77.7133429796,60
Burger For Breakfast,"D Block, Vaikuntam Layout, Kundanahalli, Near 5th Cross Central, Marathahalli, Bangalore",12.9596636922,77.7121648192,49
The Meaty Bites,"314, 6th Street, Devasandra, KR Puram, Bangalore",13.004664242,77.7141359076,0
Angaar Biryani,"823, Opposite Bharat Petrol Bunk, Rajpalya Hoodi, Whitefield, Bangalore",12.9907807396,77.721558921,789
The Mamak,"1/87, Muniyappa Advocate Building, Pattandur Agrahara Road, Pattandur Agrahara, Whitefield, Bangalore",12.9798966522,77.7335889637,0
Highway On The Plate,"Shop 1/87, Muniyyapa Advocate Building, Pattandur Agrahara Main Road, Whitefield, Bengaluru",12.9799051466,77.7336194739,0
Dal Roti,"Building 823, Rajpalya, Hoodi, Opposite Bharat Petrol Pump, Whitefield, Bangalore",12.9823598,77.7670236,28
Biryani And Pulao Collection By ITC Hotels,"710, Napa East, Thubarahalli, Whitefield, Bangalore",12.9560695699,77.7215374634,29
Moms Homely Paratha,"8, 2nd Main, 1st Cross, Siddapura, Varthur Main Road, Whitefield, Bangalore",12.9561492946,77.7320426703,12
Yummy Pots,"Near Reliance Smart Supermarket, Kodigehali, KR Puram, Bangalore",13.0045665656,77.7171423286,0
Kattappas Kitchen,"65/1B, Devasandra Main Road, Muneshwara Circle, Ayyappa Nagar, Krishnarajapura, KR Puram, Bangalore",13.0037443182,77.7127378061,22
Nattupura Unavagam,"403, Balaji Paradise, Aravind Avenue Road, Kundalahalli Gate, Marathahalli, Bangalore",12.9633502372,77.6946665648,0
Davanagere Chats,"2/126, SLT Layout, Bhramdevara Gutte, Kodigehalli, Nagarbhavi, Bangalore",12.9725060475,77.4743068591,132
Cake Forum,"Manjunath Buiding, Opposite Ganesh Temple, Hagadur, Whitefield, Bangalore",12.9646902,77.7530894,0
Vindoos Stop And Eat,"Survey 135, Kannamangala, Kadugodi, Whitefield, Bangalore",12.9761633,77.7308367,26
Soulfuel – Food For Soul,"Flat 417, Block B, Mahaveer Dazzle, Basavannagar Main Road, Hoodi, Whitefield, Bangalore",12.9889313115,77.7183895558,0
Swa Artisanal Syrups,"365, 1st Floor, 3rd Cross, Main Road, Whitefield, Bangalore",12.963481,77.7499721,0
The Pizza Feast,"Shop 25/1, Immidihalli Main Road, Opposite Government Hospital, Whitefield, Bangalore",12.9672379,77.7598644,0
The Taste Of Andhra,"13, 14 & 15, SJR I Park, EPIP Zone, Whitefield, Bangalore",12.9811931,77.7272733,0
Meetho,"61/7, Ground Floor, Srirampura Village, Rachenahalli, Yelahanka, Hobli, Nagawara, Bangalore",13.06595,77.614382,0
Chaat Cafe,"64/3E, Nallurahalli Main Road, Opposite Doddamma Temple, Whitefield, Bangalore",12.9678172565,77.734310478,107
Bakechef,"229, Gramatana Temple Road, Agrahara, Near Haraly Katte Pattandur, Whitefield, Bangalore",12.9804029,77.7335503,0
Pink Panther,"Pinnacle Building, Kitchen 4, 1st Floor, Plot 7F, Behind RxDx Hospital, Doddanakundi Industrial Area 2, Mahadevpura, Near Whitefield, Bangalore",12.9769733897,77.7109344993,0
Garhwali Khana,"128, 1st Floor, Pattandur Agrahara, Near ITPL Service Road, Whitefield, Bangalore",12.9842503444,77.7340590209,68
Combo 10,"Raj Pinnacle Building, Kitchen 4, 1st Floor, Plot 7F, Behind RxDx Hospital, Doddanakundi Industrial Area 2, Mahadevpura, Near Whitefield, Bangalore",12.9769733897,77.7109344993,34
Kitchen Essentials,"Suite G, Lake View Farm, Siddapura, Near Miraya Rose Apartment, Whitefield, Bangalore",12.9565400761,77.7330156416,0
The Ice Cafe,"43/2, Kundanahalli Gate, Next to Munireddy Building, Varthur Road, Marathahalli, Bangalore",12.955667,77.715361,0
So Fresh,"Embassy Paragon, Kundanahalli Gate, ITPL Road, Brookefield, Bangalore",12.9579293713,77.7157824486,0
Food Connections,"22, Gurukripa, 4th Cross, Vinayaka Layout, Whitefield, Bangalore",12.9689748416,77.7526078373,325
Sajan's Kitchen,"Villa 10, Krishna Kuteer White House, Off Channasandra Main Road, Phase II, Whitefield, Bangalore",12.9876186697,77.7630158256,0
The Baking Home,"Villa 41, Surakshaa Fairview Ville, 2nd Main Road, Belathur, Kadugodi, Whitefield, Bangalore",13.0074524135,77.7529115975,0
V Kitchen,"Shop G10, The Arcade, Brigade Metropolis, Garudachalpalya, Mahadevpura, KR Puram, Bangalore",12.9924809112,77.7026698015,0
Melting Hearts,"Ground Floor, Forum Shanti Niketan, ITPL Main Road, Whitefield, Bangalore",12.989554,77.727951,0
The Hungry Himalayan,"D-121, Trifecta Adithya Sollievo, Whitefield, Bangalore",12.9671443,77.7316975,0
Udupi Veg,"Nallurahalli, Borewell Road, Whitefield, Bangalore",12.9693908,77.7380481,608
Premium Bombay Kulfi - Creamchillz,"Shop 6, 143/37/6, 4th Main Road, BEML Layout, Near Balaji Temple, Thubarahalli, Brookefield, Bangalore",12.9602952722,77.7198413014,56
One Plate Club Restaurant,"65, Ayyappa Nagar, Kodigehalli Main Road, KR Puram, Bangalore",13.0045897597,77.7138009667,18
Whitefield Dum Biriyani,"57/2, Main Road, Nellurahalli, Whitefield, Bangalore",12.9677598039,77.7490815816,80
Leon's Burgers & Wings,"17/R, Sector 3, HSR, Bangalore",12.9118312739,77.6438290252,1378
Pathaan Sir,"114 & 115, 27th Main Road, Sector 2, HSR, Bangalore",12.9108020646,77.6519368216,6
Truffles,"164/1, Bellandur Village, Varthur Hobli, Bellandur, Bangalore",12.9273105302,77.669071271,467
Domino's Pizza,"2738, 27th Main Road, Sector 1, HSR, Bangalore",12.9128425957,77.6518298686,232
Hunan,"1202, Sy 79/7, Bellandur Grama Road, Opposite Green Glen Layout, Bellandur, Bangalore",12.9241931394,77.6736031872,311
Meghana Foods,"1066, AECS Layout, A Block, Singasandra, Hosur Main Road, Hosur Road, Bangalore",12.8792537407,77.6466897503,224
Faasos - Wraps & Rolls,"Shop 2318, BDA Society, Sector-1, HSR, Bangalore",12.9120840979,77.6516471431,10192
McDonald's,"1, 14th Main Road, Sector 7, Near BDA Complex, HSR, Bangalore",12.9122373663,77.6379782707,727
Udupi Palace,"1188, HNR Towers, 24th Main Road, Sector 2, HSR, Bangalore",12.9083288297,77.6492318138,258
Mumbai Tiffin,"2345, 17th Cross, Sector 1, Opposite Water Tank, HSR, Bangalore",12.9120105682,77.6471631601,42893
Empire Restaurant,"169/A/170, Sector 6, Opposite Shoba Super Market, HSR, Bangalore",12.9152543487,77.6355743408,5673
KFC,"30, Ground & First Floor, 14th Main Road, Opposite BDA Complex, Sector 4, HSR, Bangalore",12.9134298499,77.6383239403,725
Pizza Hut,"3, 14th Main Road, Sector 4, HSR, Bangalore",12.9144994529,77.6382759959,21
Shree Muthahalli Veg,"240, 19th Main, Sector 4, HSR, Bangalore",12.9148334374,77.6446536183,488
Burger King,"Unit G-002, Property 1032, Survey 82/8, Varthur Hobli, Sarjapur Road, Bangalore",12.910546,77.685523,459
Asha Tiffins,"1170, 5th Main Road, Sector 7, HSR, Bangalore",12.9119635092,77.6323989406,1007
Donne Biriyani House,"581, Ground Floor, Third Sector, 22nd Cross Road, HSR, Bangalore",12.9093873432,77.6382904127,452
Thalassery Restaurant,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.916104339,77.6379933581,2616
Corner House Ice Creams,"27th Main, Sector 2, Near NIFT, HSR, Bangalore",12.9100618614,77.651858367,1064
Families Food Court,"29/2/22, Samasundra Palya Main Road, HSR, Bangalore",12.9005873939,77.6515763998,189
Mughal Treat,"2nd Sector, 27th Main Road, Near KEB Power Station, HSR, Bangalore",12.9035590904,77.6493163034,585
HSR Fresh Cane Juice,"2333, 17th Cross, 24th Main, Sector 1, HSR, Bangalore",12.9122066472,77.6489119604,0
La Pino'z Pizza,"Katha 11/50/3, Survey 50/3, Ground Floor & First Floor, BBMP Ambalipura Village, Bellandur, Bangalore",12.9195506753,77.6670705155,167
Subway,"Near BDA Complex, 14th Main Road, Sector 7, HSR, Bangalore",12.9117623,77.6379625,386
Dindigul Thalappakatti,"1, 17th Cross, 14th Main, Sector 7, HSR, Bangalore",12.9120471697,77.6379631832,469
Lassi Shop,"998/N, Ground Floor, 1st Main Road, Koramangala 1st Block, Bangalore",12.929104484,77.635178715,10091
Madeena Hotel,"3, Mangammapalya Main Road, Near Salarpuria Apartment, HSR, Bangalore",12.9068735704,77.6339814439,210
Madurai Idly Shop,"Shop 2 and 3, Rajgopal Reddy Building, 96/2, Chudasandra Main Road, Harlur, HSR, Bangalore",12.894667,77.6611815,12
Cakewala,"461, 17th Cross, 4th Sector, HSR, Bangalore",12.9123419416,77.6401941106,14631
GOPIZZA,"2069, Sector 1, 27th Main Road, Near Fab India Store, HSR, Bangalore",12.912772,77.651736,90
Mani's Dum Biryani,"3, First Floor, Sector 4, Opposite BDA Complex, HSR Layout, HSR, Bangalore",12.9145808249,77.6381472498,280
Onesta,"2318, Sector 1, 27th Main Road, HSR, Bangalore",12.912313837,77.6518717781,4938
Polar Bear,"1658, 27th Main, 2nd Sector, HSR, Bangalore",12.910821,77.651717,6
Kannur Food Point,"6/21, 9th Cross, 1st Main Road, Venkateshwara Layout, S G Palya, BTM, Bangalore",12.9313376619,77.6081336662,557
FreshMenu,"526/A, Ground Floor, Ganesha Complex, 19th Main, Sector 3, HSR, Bangalore",12.905392485,77.6441490278,24624
California Burrito,"1668/A, Sector 7, 14th Main Road, HSR, Bangalore",12.9105667685,77.6379269734,705
Kapoor's Cafe,"337, 27th Main, Sector 2, HSR, Bangalore",12.9080043138,77.6518711075,1331
Samosa Party,"112, Ground Floor, Sector 4, 11th Cross Road, HSR, Bangalore",12.9172885573,77.6435164378,3435
Kirti Kitchen,"108, Ground Floor, Old Madiwala, 35 Division, BTM, Bangalore",12.9191330392,77.6181124896,7117
Arogya Ahaara,"108, 4th Cross, 13th Main, Jakkasandra, 5th Sector, HSR, Bangalore",12.9180438486,77.6376889274,871
The ThickShake Factory,"Basement Level, 87, 14th Main Road, 4th Sector, Opposite BDA Complex, HSR Layout, HSR, Bangalore",12.913143,77.638102,1108
A2B - Adyar Ananda Bhavan,"27, Ground Floor, BDA Complex, HSR Layout, HSR, Bangalore",12.9136569734,77.6376024261,516
Beijing Bites,"2738, 1st Floor, HSR Layout, HSR, Bangalore",12.9128416153,77.6519267634,746
Andhra Gunpowder,"13/A, 18th Main, Sector 3, HSR, Bangalore.",12.9069317418,77.644069232,8985
Sharief Bhai,"66, Ground Floor, JNC Road, Koramangala 5th Block, Bangalore",12.9331068055,77.6146923378,2335
