restaurant_name,Review,cusine,rating,place,price
Bhai Biryani - Ambur Biryani & Kebabs,0,"Biryani, Kebab",-,marathahalli,150
The Chatpata Affair,13,Street Food,4.0,whitefield,150
Cream & Fudge,18,"Ice Cream, Desserts, Fast Food, Waffle, Shake",3.4,kr puram,150
Ultimate Tandoor,122,North Indian,3.6,brookefield,150
Shreyas Pork And Chicken Hotel,0,"North Indian, Chinese",New,whitefield,150
Taaka Chinese,0,"Chinese, Asian, Oriental",New,whitefield,150
Maa Ka Swad,0,North Indian,-,mahadevapura,150
Noodle,20,"Chinese, Asian, Sichuan",3.9,whitefield,150
Ghar Ka Tadka,56,"North Indian, South Indian",3.8,whitefield,150
Arogya Thaana,58,"Beverages, Juices, Fast Food, Healthy Food",3.7,whitefield,150
Biryani Plaza,501,"Biryani, Chinese, North Indian, Rolls, Sichuan",3.4,marathahalli,150
The Baker's Dozen,427,"Bakery, Desserts",3.7,whitefield,150
The Twenty Handmade Chocolates,1,Desserts,3.9,marathahalli,150
Howrah Bridge,90,Bengali,2.9,brookefield,150
Enchanté by Chai Point,0,"Desserts, Shake, Beverages",-,whitefield,150
Malabar Darbar,0,"North Indian, Mughlai, Chinese, Seafood, Biryani, Rolls, Momos, Fast Food",-,marathahalli,150
Bowlss Of Bliss,1,"Desserts, Ice Cream",3.7,mahadevapura brookefield,150
Cafe N Town,0,"Pasta, Burger, Fast Food",New,whitefield,150
Nevesa Bites,9,"Chinese, South Indian, North Indian, Fast Food",-,marathahalli,150
Miami Waffles & Jawbreakers,0,"Waffle, Desserts, Beverages",-,kr puram,150
Wall Street Shack,167,"Rolls, Fast Food, Wraps",3.7,whitefield,150
The Big Bang Sky Deck And Lounge,741,"Finger Food, North Indian, Mughlai, Chinese, Continental, Fast Food, Desserts, Beverages",-,kr puram,150
Sri Sai Ram Foods,0,"South Indian, Chinese",-,whitefield,100
Express Cafe,9,"Cafe, Asian, Italian, North Indian, Beverages, Desserts",-,whitefield,100
ATR Foods,6,South Indian,-,brookefield,100
Vijay Kitchen,21,"Andhra, Chinese, Biryani, Mughlai, Seafood, North Indian, South Indian",3.3,brookefield,100
Amrit Bhog - Jain Food,2667,"North Indian, Gujarati",3.9,brookefield,100
Iyengar's Bread Basket,1525,"Bakery, Desserts",3.7,marathahalli,100
A 2 Z Momo King,19,"Momos, Chinese, Fast Food",3.0,whitefield,100
Biryani Festival,5,"Biryani, North Indian, Chinese",3.3,whitefield,100
Cake Creation,33,Bakery,3.1,whitefield,100
Chole Bhatura And Parathas,253,North Indian,3.2,whitefield,100
J H B Cafe,62,"South Indian, North Indian, Chinese",3.3,kr puram,100
World Of Combos,22,"North Indian, Biryani",3.9,whitefield,100
Wrap It,109,Wraps,4.1,whitefield,250
Anika Restaurant,19,"North Indian, Chinese, Street Food",2.9,whitefield,250
La Burgerita,0,Burger,-,whitefield,250
Amoeba Sports Bar,670,"Continental, Chinese, North Indian, Mughlai, Sichuan",3.0,whitefield,250
Kolkata Recipe,0,"Bengali, Chinese, North Indian",-,whitefield,250
Ocean Cake,0,"Bakery, Desserts",-,whitefield,250
Carlos Cakes,23,Bakery,3.6,marathahalli,250
Punjab Da Kitchen,0,"North Indian, Beverages",-,marathahalli,250
TT's Kitchen,14,"North Indian, Mughlai, Biryani",2.9,whitefield,250
Pabrai's fresh and Naturelle Ice Cream,0,"Ice Cream, Desserts",-,whitefield,250
Maa Tea,7,"Tea, Beverages, Sandwich, Fast Food, Street Food",4.2,marathahalli,250
Meatwale.Com,0,"North Indian, Fast Food",-,whitefield,250
Aarya Home Made,71,"North Indian, Chinese, South Indian, Andhra",3.9,marathahalli,200
Annamandir,0,"Street Food, South Indian",New,whitefield,200
Kolkata Famous Kati Roll,0,Rolls,-,kaggadasapura,200
The Vada Company,0,"South Indian, North Indian, Chinese, Biryani",-,whitefield,200
The Diner,19,"Fast Food, Street Food, Roast Chicken, North Indian",4.0,whitefield,200
Chiness Food Corner(CFC),33,"Chinese, Sichuan",3.3,brookefield,200
Genie Menie Combos,86,"North Indian, Biryani",3.8,whitefield,200
Namma Nati Mane,297,"South Indian, Biryani",3.6,marathahalli,200
Amritsari Haveli,58,"North Indian, Biryani, Desserts, Beverages",3.3,brookefield,200
Cafe'ISH,0,"North Indian, Biryani, Street Food, Desserts",-,whitefield,200
A1 Food Services,136,"Chinese, Fast Food",3.0,kr puram,200
The Flower Tart,0,"Bakery, Desserts, Beverages",New,marathahalli,200
Chiller's Nation - Iris Inn,44,"North Indian, Continental, Italian, Shake",-,marathahalli,150
Chetty’s Corner,0,"Fast Food, Street Food, Burger, Sandwich",New,brookefield,150
Sugar Cane Wala,120,Juices,4.1,kaggadasapura,150
Kolapasi,46,"Biryani, South Indian, North Indian",3.2,brookefield,150
Lalaji Ki Kulfi,0,"Ice Cream, Desserts, Beverages",-,brookefield,150
Habba Kadal,74,"Kashmiri, North Indian, Mughlai, Kebab",3.7,whitefield,150
Prasuma Momo Kitchen,109,Momos,4.2,brookefield,150
Chinese Town,197,"Chinese, Fast Food, Seafood, Momos, Sichuan",3.3,brookefield,150
Tea Time,282,"Tea, Shake, Beverages",3.9,brookefield,150
Coco Hut,40,Kerala,3.6,whitefield,150
Tea Bites Cafe,7,"Sandwich, Momos, Fast Food, Street Food, Chinese, Tea, Juices",3.7,marathahalli,150
Jai's Biriyani Mane,0,Biryani,-,hoodi whitefield,150
Dan's Eatery & Creamy,5,"Chinese, Fast Food",3.5,whitefield,100
Ketchup Momos,0,"Momos, Rolls",-,whitefield,100
Mom's Cook House,75,South Indian,3.6,whitefield,100
The Winner's Taste,22,North Indian,3.0,marathahalli,100
The Wuhan Story,0,Chinese,-,whitefield,100
Toast - Pizzeria & Burger,112,"Pizza, Pasta, Fast Food, Beverages, Shake",3.4,whitefield,100
Kolkata Sweets,79,"Mithai, Street Food",3.4,kr puram,100
Apni Dukan,176,"Street Food, North Indian",3.9,marathahalli,100
Sai Ram's Cafe,79,"South Indian, Chinese, Beverages, Fast Food",3.3,whitefield,100
Sandwich Grill,41,"Sandwich, Fast Food",4.0,marathahalli,100
Falafel Fresh,38,"Fast Food, Wraps, Arabian",3.8,kr puram,100
The Coffee House,40,"Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",3.9,whitefield,100
The Corner Shop,89,"Beverages, Fast Food, Street Food, Shake",3.1,brookefield,100
Litti Point,82,"Bihari, Fast Food, Beverages",2.7,brookefield,100
Ramji Food Factory,6,"North Indian, Chinese, Mughlai, Biryani, Pizza, Sichuan",-,marathahalli,100
Guntoor Mirchi,324,"Andhra, Biryani, North Indian, Chinese",3.7,whitefield,100
Boho,1821,"Continental, Asian, Bar Food, Desserts, Beverages",3.4,brookefield,100
Palace Cuisine,28,"Fast Food, Street Food, Seafood, Chinese, North Indian, Biryani",3.4,whitefield,100
Litti Bhandar,504,"North Indian, Street Food",3.6,marathahalli,100
Puff & Curries,9,"North Indian, Fast Food",4.1,whitefield,100
Maggination,26,Street Food,3.7,whitefield,100
The Fry Shack,4,Fast Food,-,whitefield,100
Berytoz,15,"Chinese, North Indian, South Indian",3.3,marathahalli,100
Cafe Oye Lassi,138,"Fast Food, Momos, Ice Cream, Beverages, Desserts",3.4,whitefield,100
Sardar Ji Ka Dhaba,0,"North Indian, Kebab",New,marathahalli,250
Eat Roz,129,Chinese,3.4,brookefield,250
Marigold Fine Dine Restaurant,324,"Continental, Chinese, North Indian, Seafood, Mughlai, Biryani, Desserts, Beverages",3.6,whitefield,250
Orzuv,1706,"Kashmiri, Cafe, Beverages",3.1,whitefield,250
Mealicious,228,"North Indian, Chinese, Street Food, Beverages",4.0,whitefield,250
Bawarchi Restaurant,1272,"North Indian, Chinese, Biryani, Fast Food, Rolls, Desserts, Beverages, Sichuan",3.2,whitefield,250
Keshari Sweets & Snacks,130,"Mithai, Street Food",3.3,whitefield,250
Toscano's Crafted Cakes & Desserts,12,"Desserts, Bakery",3.9,whitefield,250
Paanchforon,0,"Bengali, Chinese, Sichuan",-,whitefield,250
Bhagini Residency,39,"South Indian, North Indian, Chinese, Biryani, Beverages, Sichuan",4.0,whitefield,250
Sri Chowdeshwari Mudde Hotel,81,"South Indian, Biryani",3.7,whitefield,250
Kai Ruchi,86,"North Indian, Chinese, Street Food",3.7,kr puram,250
Khichdi Kahani,47,"North Indian, Desserts",2.9,whitefield,250
The Club Cafe,11,"Cafe, Fast Food, Pizza, Italian, Sandwich",3.1,whitefield,250
Layla - The Den Bengaluru,477,"Mediterranean, Beverages",3.3,whitefield,250
FNP Cakes,126,Bakery,3.5,whitefield,250
Best In Klass,57,"South Indian, Beverages",3.6,whitefield,250
Jenny's Brownies,0,"Bakery, Desserts, Beverages",-,kr puram,250
Chakh-Na,0,North Indian,-,whitefield,250
The Eatery - Four Points by Sheraton Bengaluru,434,"Continental, North Indian",3.6,whitefield,250
The Ice Cream Zone,2,Ice Cream,3.1,brookefield,250
One Bites,14,"Fast Food, Burger, Desserts, Beverages",3.7,brookefield,250
BIB - Breakfast in the Box,628,Continental,3.5,brookefield,250
Dumont,4,Desserts,4.3,whitefield,250
Creams & Bites,2,"Desserts, Ice Cream",3.5,brookefield,200
Mimi Takeout,26,"Tibetan, Chinese",4.0,brookefield,200
WOW! Momo,8,"Momos, Fast Food, Tibetan",4.1,brookefield,200
Ghee and Turmeric,3,North Indian,4.1,brookefield,200
Lassi Corner,371,"Beverages, Fast Food, Desserts, Shake",3.8,kr puram,200
Five Star Chicken,93,"Rolls, Fast Food",3.9,kr puram,200
VV Rolls And Shawarma,255,"Rolls, Lebanese",3.2,whitefield,200
Biryani Express,135,Biryani,4.1,whitefield,200
LalChi,53,"North Indian, Fast Food, Asian, Sichuan",4.0,whitefield,200
Annapoorna Kitchen,104,South Indian,4.2,brookefield,200
Dial A Biryani,0,"Biryani, North Indian",-,near whitefield,200
The Home Chef,0,"South Indian, North Indian",-,whitefield,200
Hokart - Mane Oota,0,South Indian,-,marathahalli,200
Hokart Andhra Hotel,0,South Indian,-,whitefield,200
Spicy Dates,60,"Chinese, North Indian, Beverages, Shake, Street Food",3.7,kr puram,100
Burger For Breakfast,49,"Fast Food, Beverages",4.0,marathahalli,100
The Meaty Bites,0,Fast Food,-,kr puram,100
Angaar Biryani,789,"North Indian, Biryani, Chinese, Mughlai",3.6,whitefield,100
The Mamak,0,"Asian, Fast Food",-,whitefield,100
Highway On The Plate,0,"North Indian, Rolls",-,whitefield,100
Dal Roti,28,Biryani,3.6,whitefield,100
Biryani And Pulao Collection By ITC Hotels,29,"Biryani, Hyderabadi",3.4,whitefield,100
Moms Homely Paratha,12,North Indian,4.0,whitefield,100
Yummy Pots,0,"Fast Food, Street Food, Ice Cream",-,kr puram,100
Kattappas Kitchen,22,"Andhra, Chinese",3.9,kr puram,100
Nattupura Unavagam,0,"South Indian, Tamil, Desserts",-,marathahalli,100
Davanagere Chats,132,"South Indian, Street Food",3.6,nagarbhavi,50
Cake Forum,0,"Bakery, Desserts",-,whitefield,50
Vindoos Stop And Eat,26,"South Indian, North Indian, Beverages, Fast Food",4.0,whitefield,50
Soulfuel – Food For Soul,0,North Indian,-,whitefield,50
Swa Artisanal Syrups,0,Beverages,-,whitefield,50
The Pizza Feast,0,"Pizza, Burger, Desserts",-,whitefield,50
The Taste Of Andhra,0,"Biryani, South Indian, Momos, Fast Food, Beverages, Sichuan",-,whitefield,50
Meetho,0,"South Indian, Fast Food, Chinese",-,nagawara,50
Chaat Cafe,107,"Street Food, North Indian, Beverages",3.9,whitefield,50
Bakechef,0,"Bakery, Desserts",-,whitefield,50
Pink Panther,0,"Burmese, Asian, Japanese, Sichuan",-,near whitefield,50
Garhwali Khana,68,North Indian,3.2,whitefield,50
Combo 10,34,"North Indian, Chinese, Asian, Sichuan",2.6,near whitefield,250
Kitchen Essentials,0,Mithai,-,whitefield,250
The Ice Cafe,0,"Beverages, Ice Cream, Shake",-,marathahalli,250
So Fresh,0,"North Indian, Fast Food, Bakery",-,brookefield,250
Food Connections,325,"Fast Food, Beverages, Shake",3.8,whitefield,250
Sajan's Kitchen,0,South Indian,-,whitefield,250
The Baking Home,0,Bakery,-,whitefield,250
V Kitchen,0,"South Indian, North Indian",-,kr puram,250
Melting Hearts,0,Beverages,-,whitefield,250
The Hungry Himalayan,0,"Momos, Tibetan",-,whitefield,250
Udupi Veg,608,"South Indian, Chinese",3.8,whitefield,250
Premium Bombay Kulfi - Creamchillz,56,"Ice Cream, Desserts",4.0,brookefield,250
One Plate Club Restaurant,18,"Biryani, Mughlai",3.2,kr puram,150
Whitefield Dum Biriyani,80,"Fast Food, Kebab, Biryani",4.3,whitefield,150
Leon's Burgers & Wings,1378,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",4.3,hsr,200
Pathaan Sir,6,"Rolls, Fast Food",3.9,hsr,200
Truffles,467,"Burger, American, Bakery, Italian, Oriental, Continental, Beverages, Desserts",4.3,bellandur,200
Domino's Pizza,232,"Pizza, Fast Food, Desserts, Beverages",4.0,hsr,200
Hunan,311,"Asian, Sichuan",3.8,bellandur,200
Meghana Foods,224,"Biryani, Andhra, North Indian, Chinese",4.2,hosur road,200
Faasos - Wraps & Rolls,10192,"Rolls, Wraps, Fast Food",4.1,hsr,200
McDonald's,727,"Burger, Fast Food, Beverages",3.9,hsr,200
Udupi Palace,258,"South Indian, North Indian, Street Food, Fast Food, Chinese, Shake",3.8,hsr,100
Mumbai Tiffin,42893,North Indian,4.4,hsr,100
Empire Restaurant,5673,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",3.9,hsr,100
KFC,725,"Burger, Fast Food, Biryani, Desserts, Beverages",4.1,hsr,100
Pizza Hut,21,"Pizza, Fast Food, Desserts, Beverages",3.6,hsr,100
Shree Muthahalli Veg,488,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts",4.1,hsr,100
Burger King,459,"Burger, Fast Food, Beverages, Desserts",4.0,sarjapur road,100
Asha Tiffins,1007,"South Indian, North Indian, Chinese, Beverages",4.3,hsr,100
Donne Biriyani House,452,"Biryani, South Indian",3.7,hsr,100
Thalassery Restaurant,2616,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",3.4,hsr,100
Corner House Ice Creams,1064,"Ice Cream, Desserts, Shake",4.4,hsr,100
Families Food Court,189,"North Indian, Chinese, Biryani, Mughlai, Rolls, Seafood, Kebab",3.9,hsr,100
Mughal Treat,585,"Mughlai, Chinese, North Indian, Seafood, Rolls, Biryani",3.9,hsr,150
HSR Fresh Cane Juice,0,"Juices, Beverages",-,hsr,150
La Pino'z Pizza,167,"Pizza, Italian, Pasta, Fast Food",3.7,bellandur,150
Subway,386,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",4.0,hsr,150
Dindigul Thalappakatti,469,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",3.9,hsr,150
Lassi Shop,10091,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",3.7,koramangala 1st block,150
Madeena Hotel,210,"Biryani, Kebab, North Indian",4.0,hsr,150
Madurai Idly Shop,12,South Indian,3.5,hsr,150
Cakewala,14631,"Bakery, Desserts",4.2,hsr,150
GOPIZZA,90,"Pizza, Fast Food",3.8,hsr,150
Mani's Dum Biryani,280,"Biryani, Kebab",4.1,hsr,150
Onesta,4938,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",3.6,hsr,150
Polar Bear,6,"Ice Cream, Desserts, Bakery",4.3,hsr,150
Kannur Food Point,557,"Kerala, Chinese, South Indian, Arabian, Juices, Beverages, Shake",3.8,btm,150
FreshMenu,24624,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",3.6,hsr,150
California Burrito,705,"Mexican, Fast Food, Beverages",4.1,hsr,150
Kapoor's Cafe,1331,"North Indian, Beverages, Desserts",4.0,hsr,150
Samosa Party,3435,"Street Food, Tea",4.1,hsr,150
Kirti Kitchen,7117,"North Indian, Chinese, Sichuan",3.7,btm,150
Arogya Ahaara,871,South Indian,3.9,hsr,150
The ThickShake Factory,1108,"Ice Cream, Shake, Desserts, Tea, Beverages",4.0,hsr,150
A2B - Adyar Ananda Bhavan,516,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",4.1,hsr,150
Beijing Bites,746,"Chinese, Thai, Seafood, Healthy Food, Sichuan",3.9,hsr,150
Andhra Gunpowder,8985,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",4.1,hsr,150
Sharief Bhai,2335,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",4.0,koramangala 5th block,200
Punjabi Nawabi,921,"North Indian, Biryani, Mughlai, Chinese, Kebab",3.8,hsr,200
Kannur Food Kitchen,41,"South Indian, Biryani, Chinese, Arabian, Beverages, Shake",3.7,btm,200
Goli Vada Pav No. 1,0,"Street Food, Burger, Fast Food, Ice Cream",4.2,hsr,200
WarmOven Cake & Desserts,9009,"Bakery, Desserts, Ice Cream, Shake",3.8,hsr,200
Theobroma,17,"Bakery, Desserts, Beverages",4.4,hsr,200
Swad Punjab Da,358,North Indian,4.2,btm,200
Ghee And Turmeric,913,"North Indian, Mughlai, Desserts, Beverages",4.0,hsr,200
Szechuan Dragon,37414,"Chinese, Asian, Thai, Momos",4.0,hsr,200
Nadan Pothichoru,1399,"Kerala, South Indian, Beverages",3.8,hsr,200
99 Variety Dosa & Pav Bhaji,229,"South Indian, Maharashtrian",3.8,hsr,200
HSR High Street,1012,"North Indian, Mughlai, Chinese, Biryani, Sichuan, Desserts",3.9,hsr,200
XO Belgian Waffle,347,"Desserts, Beverages, Waffle, Shake",4.3,hsr,150
Magnolia Bakery,60,"Bakery, Desserts",4.4,bellandur,150
Sichuan,960,"Chinese, Asian, Thai, Momos, Sichuan",4.1,hsr,150
Mr. Shawarma & Miss. Grill's,1325,Lebanese,4.3,btm,150
Kulfi Shulfi- Kulfis and Ice Cream,549,"Ice Cream, Desserts",4.5,hsr,150
Hotel Manu,250,"Kerala, South Indian, Chinese, North Indian, Biryani, Beverages",3.7,hsr,150
New Mangalore Lunch Home,81,"Mangalorean, Chinese, North Indian, Sichuan",3.9,koramangala 1st block,150
Ziyan's Cafe 27th,150,"Kerala, South Indian",3.6,hsr,150
Nandhana Palace,1462,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",4.0,koramangala 4th block,150
Al-Bek,34156,"Mughlai, Arabian, North Indian, Chinese",3.7,hsr,150
Biriyani Zone,530,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",4.0,hsr,150
Imperio Restaurant,2725,"North Indian, Biryani, Arabian, Chinese, Kebab, Beverages, Juices, Sichuan",3.6,sarjapur road,150
Five Star Chicken,5,"Rolls, Fast Food",4.3,hsr,100
Nandhini Deluxe,4274,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",3.8,bommanahalli,100
Kabab Magic,376,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",3.9,hsr,100
Imperial Restaurant,300,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Beverages",4.1,koramangala 6th block,100
Kanti Sweets,6823,"Mithai, Street Food",4.3,hsr,100
MOJO Pizza - 2X Toppings,9636,"Pizza, Fast Food, Desserts, Beverages",4.3,hsr,100
Behrouz Biryani,6120,"Biryani, Kebab, Hyderabadi, Lucknowi",4.0,hsr,100
CakeZone,2045,"Bakery, Ice Cream",3.9,koramangala 2nd block,100
Ovenstory Pizza,4288,"Pizza, Fast Food",3.8,hsr,100
BOX8 - Desi Meals,22315,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",4.1,hsr,100
Hyderabad Biryaani House,844,"Biryani, North Indian, Chinese, Mughlai, Seafood, Beverages, Desserts",4.0,koramangala 5th block,100
RNR Biryani - Taste Of 1953,723,"Biryani, South Indian, Andhra",4.2,near koramangala 4th block,100
Sri Udupi Food Hub,5,"South Indian, Chinese",4.0,koramangala 7th block,100
Taco Bell,1,"Mexican, Fast Food, Wraps, Beverages",3.8,hsr,100
Chicking,9067,"Fast Food, Burger, Pizza",3.9,hsr,100
EatFit,86573,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",4.1,hsr,100
WOW! Momo,67,"Momos, Fast Food, Tibetan",4.1,hsr,100
Potful - Claypot Biryanis,5244,"Biryani, Kebab, Mughlai, North Indian, Desserts",4.1,koramangala 1st block,100
Natural Ice Cream,30,"Ice Cream, Beverages",4.6,hsr,100
Ambur Star Briyani Since 1890,375,"Biryani, Chettinad, Chinese, North Indian, South Indian",4.1,btm,100
Biryani Trip - Destination Hyderabad,5738,"Biryani, South Indian, Mughlai, Andhra, Desserts, Hyderabadi",4.0,hsr,100
Shanmukha,313,"Biryani, Andhra, North Indian, Chinese, Seafood",3.9,sarjapur road,100
Biryani By Kilo,1407,"Biryani, Hyderabadi, North Indian, Kebab, Mughlai, Desserts",4.1,hsr,100
Anand Sweets And Savouries,496,"Mithai, Street Food, Beverages, Desserts",4.1,sarjapur road,150
Nagarjuna,2647,"Andhra, North Indian, Biryani",4.3,koramangala 5th block,150
Kwality Wall’s Frozen Dessert and Ice Cream Shop,23,"Ice Cream, Desserts",4.0,hsr,150
EasyBites by Empire,1302,"Burger, Fast Food, Beverages",3.8,hsr,150
Pizza @99,545,"Pizza, Fast Food",3.2,btm,150
Roti Wala. Com,326,"North Indian, Street Food, Healthy Food, Desserts",4.1,btm,150
Wendy's,971,"Burger, Fast Food, American",3.5,sarjapur road,150
Royal Biryani Kitchen,31497,"Biryani, North Indian, Mughlai, Fast Food, Beverages, Sichuan",3.5,btm,150
Sardarji Londonwaley,17920,"North Indian, Chinese",3.8,hsr,150
Chinese Wok,1175,"Chinese, Momos, Sichuan",3.6,hsr,150
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",5327,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",4.2,hsr,150
Donne Biriyani House,24,"Biryani, South Indian, North Indian",3.8,near hsr,150
Amma's Pastries,1172,Bakery,4.1,hsr,50
Narmada Chain of Restaurants,0,"North Indian, Biryani, Chinese",4.5,bellandur,50
Savoury Restaurant,534,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani, Beverages, Desserts",3.7,sarjapur road,50
Meat And Eat,40,"Burger, Wraps, Italian, Fast Food, Biryani, Sandwich, Desserts, Beverages",4.0,bommanahalli,50
Rolls On Wheels,174,"North Indian, Rolls, Fast Food",4.1,hsr,50
The Pizza Bakery,213,"Pizza, Pasta, Italian, Desserts, Continental, Beverages",3.9,sarjapur road,50
Paratha Envy,3937,North Indian,4.2,hsr,50
Call Me Chow,6657,"Chinese, Japanese, Thai, Indonesian, Asian",4.1,sarjapur road,50
The Punjabi Rasoi,1461,"Mughlai, North Indian, Chinese, Beverages",3.8,sarjapur road,50
Barbeque Nation,4584,"Street Food, Mughlai, Biryani, North Indian, Desserts, Beverages, Bar Food",3.4,koramangala 1st block,50
Chulha Chauki Da Dhaba,1842,"North Indian, Chinese, Kebab, Mughlai, Biryani, Desserts, Beverages",3.9,sarjapur road,50
The Belgian Waffle Co.,443,"Waffle, Pancake, Ice Cream, Desserts, Beverages",4.2,hsr,150
Baskin Robbins,22,"Ice Cream, Desserts",4.5,hsr,150
Namaste,147,"South Indian, Chinese, Beverages",3.7,hsr,150
Aromas Of Biryani,301,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",4.0,sarjapur road,150
Great Indian Khichdi by EatFit,486,"Healthy Food, North Indian, Ice Cream, Desserts, Beverages",4.1,hsr,150
Anjappar,376,"South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages",3.8,hsr,150
Glens Bakehouse,543,"Desserts, Mediterranean, Healthy Food, Pizza, Sandwich, Beverages",4.0,hsr,150
Big Bowl Company,1009,"North Indian, Chinese, Biryani, Fast Food, Momos, Sichuan",3.6,hsr,150
LunchBox - Meals and Thalis,559,North Indian,4.0,hsr,150
T’s 21 Spice Biryani,2843,"Biryani, Andhra",4.0,hsr,150
Biryani Blues,41,"Biryani, Kebab, Hyderabadi",4.1,hsr,150
Dilli Da Dhaba,7212,"North Indian, Chinese, Mughlai, Sichuan",3.8,bellandur,150
Beyond The Crust - BTC,1270,"Pizza, Fast Food, Desserts",4.0,btm,200
ZAZA 22 Spice Awadhi Biryani,251,"Biryani, Mughlai, North Indian",3.7,hsr,200
NH1 Bowls - Highway To North,222,"North Indian, Biryani, Desserts",4.4,hsr,200
New Udupi Grand,123,"South Indian, North Indian, Street Food, Beverages, Chinese, Shake",4.1,hsr,200
WOW! China,4820,"Chinese, Rolls, Seafood, Desserts, Shake, Sichuan",3.7,hsr,200
The Biryani Life,251,"Biryani, Kebab, Hyderabadi, Lucknowi",3.4,hsr,200
Indian Grill House,6874,"North Indian, Biryani, Chinese, Mughlai, Sichuan",4.0,electronic city,200
UBQ By Barbeque Nation,1885,"North Indian, BBQ, Biryani, Kebab",3.7,koramangala 1st block,200
Smoor,1096,"Asian, Chinese, Burger, Sandwich, Italian, Salad, Desserts",4.4,hsr,200
Pepe's Pizza,608,"Pizza, Pasta, Burger, Beverages, Desserts",3.9,bellandur,200
The Dessert Heaven - Pure Veg,112,"Desserts, Bakery",4.3,koramangala 2nd block,200
Shanghai Court,504,"Chinese, Thai, Sichuan, Seafood, Beverages, Desserts",4.1,bannerghatta road,200
Falahaar & Kota Kachori,47,"North Indian, Rajasthani, Fast Food, Mithai, Beverages, Desserts",3.6,hsr,100
Kaati Zone Rolls and Wraps,2926,"Rolls, Fast Food, Beverages, Wraps, Desserts, Shake",3.8,hsr,100
Zomoz - The Momo Company,827,"Momos, Fast Food",3.9,bommanahalli,100
Chai Point,413,"North Indian, Street Food, Rolls, Fast Food, Beverages, Desserts",4.0,hsr,100
Ludos Pizza,3451,"Pizza, Fast Food, Desserts, Beverages",3.9,hsr,100
Dande's Hyderabad Biryani,4756,"Andhra, North Indian, Chinese",3.4,hsr,100
Ande Ka Funda,4,"North Indian, Rolls, Chinese",4.0,bellandur,100
Punjabi Nukkad Pure Veg,1047,"North Indian, Chinese, Mughlai",3.9,hsr,100
Donne Biryani Mane,83,"North Indian, Biryani",3.1,hsr,100
Muthashy's,633,"Kerala, South Indian, Chinese, Sichuan",4.1,btm,100
Kataria's,83,"North Indian, Biryani, Beverages",3.5,btm,100
Five Star New Ambur Biryani,89,"Biryani, Fast Food, South Indian",3.5,btm,100
Jose Mess,11,"Kerala, South Indian, Biryani",4.2,btm,100
The Good Bowl,3521,"North Indian, Pasta, Italian",4.0,hsr,100
Halli Jonne Biriyani,628,"Biryani, North Indian",4.2,jayanagar,100
Cakes Wagon,2978,"Bakery, Desserts",3.8,bellandur,100
99 Varieties Dosa & Pav Bhaji,37,South Indian,3.8,hsr,100
Kailash Parbat,38,"North Indian, Street Food, Beverages",3.9,hsr,100
Adiga's,679,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages",4.0,hsr,100
Biryani Pot,989,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan",4.0,btm,100
Momoz,20,"Chinese, Momos, Seafood, Sichuan",3.4,bellandur,100
Asha Sweet Center,460,Mithai,4.1,sarjapur road,100
Biryani King,15,Biryani,3.5,electronic city,100
The Parotta Combo,297,"South Indian, Desserts",3.7,sarjapur road,100
Mealful Rolls - India's Biggest Rolls,308,"Rolls, Fast Food, North Indian, Desserts, Beverages",4.3,hsr,200
Calicut Cafe Restaurant,92,"Kerala, South Indian, Biryani, Chinese, Juices, Beverages, Shake, Sichuan",3.4,btm,200
