,cusine,Location,Rating,price_for_one
16470,Biryani,HSR,4.0,300
16471,Chinese,HSR,4.0,300
16472,Seafood,HSR,4.0,300
16473,Ice Cream,HSR,4.0,300
16474,Desserts,HSR,4.0,300
16475,Beverages,HSR,4.0,300
16476,Pizza,Koramangala 5th Block,3.9,300
16477,Fast Food,Koramangala 5th Block,3.9,300
16478,Desserts,Koramangala 5th Block,3.9,300
16479,Beverages,Koramangala 5th Block,3.9,300
16480,Burger,Koramangala 5th Block,3.9,300
16481,Fast Food,Koramangala 5th Block,3.9,300
16482,Beverages,Koramangala 5th Block,3.9,300
16483,Desserts,Koramangala 5th Block,3.9,300
16484,Biryani,BTM,4.0,300
16485,Andhra,BTM,4.0,300
16486,North Indian,BTM,4.0,300
16487,Chinese,BTM,4.0,300
16488,Mughlai,BTM,4.0,300
16489,South Indian,BTM,4.0,300
16490,Desserts,BTM,4.0,300
16491,Beverages,BTM,4.0,300
16492,South Indian,JP Nagar,4.2,300
16493,Street Food,JP Nagar,4.2,300
16494,North Indian,JP Nagar,4.2,300
16495,Chinese,JP Nagar,4.2,300
16496,Fast Food,JP Nagar,4.2,300
16497,Beverages,JP Nagar,4.2,300
16498,Desserts,JP Nagar,4.2,300
16499,Mughlai,BTM,4.1,300
16500,Arabian,BTM,4.1,300
16501,North Indian,BTM,4.1,300
16502,Chinese,BTM,4.1,300
16503,Seafood,BTM,4.1,300
16504,North Indian,Bannerghatta Road,3.7,300
16505,Biryani,Bannerghatta Road,3.7,300
16506,Arabian,Bannerghatta Road,3.7,300
16507,Chinese,Bannerghatta Road,3.7,300
16508,Kebab,Bannerghatta Road,3.7,300
16509,Beverages,Bannerghatta Road,3.7,300
16510,Juices,Bannerghatta Road,3.7,300
16511,Sichuan,Bannerghatta Road,3.7,300
16512,Rolls,BTM,4.0,300
16513,Fast Food,BTM,4.0,300
16514,Kerala,Bommanahalli,3.6,300
16515,South Indian,Bommanahalli,3.6,300
16516,Seafood,Bommanahalli,3.6,300
16517,North Indian,Bommanahalli,3.6,300
16518,Chinese,Bommanahalli,3.6,300
16519,Arabian,Bommanahalli,3.6,300
16520,Beverages,Bommanahalli,3.6,300
16521,Shake,Bommanahalli,3.6,300
16522,Biryani,BTM,4.2,300
16523,Kebab,BTM,4.2,300
16524,Pizza,BTM,3.6,300
16525,Pasta,BTM,3.6,300
16526,Fast Food,BTM,3.6,300
16527,Sandwich,BTM,3.6,300
16528,Beverages,BTM,3.6,300
16529,Desserts,BTM,3.6,300
16530,Ice Cream,BTM,4.5,100
16531,Beverages,BTM,4.5,100
16532,Shake,BTM,4.5,100
16533,Mithai,BTM,4.5,100
16534,Street Food,BTM,4.5,100
16535,Pizza,Koramangala 2nd Block,4.3,100
16536,Fast Food,Koramangala 2nd Block,4.3,100
16537,Desserts,Koramangala 2nd Block,4.3,100
16538,Beverages,Koramangala 2nd Block,4.3,100
16539,Kerala,BTM,3.8,100
16540,Chinese,BTM,3.8,100
16541,South Indian,BTM,3.8,100
16542,Arabian,BTM,3.8,100
16543,Juices,BTM,3.8,100
16544,Beverages,BTM,3.8,100
16545,Shake,BTM,3.8,100
16546,Chinese,BTM,4.2,100
16547,Thai,BTM,4.2,100
16548,Seafood,BTM,4.2,100
16549,Healthy Food,BTM,4.2,100
16550,Sichuan,BTM,4.2,100
16551,Andhra,BTM,4.1,100
16552,Biryani,BTM,4.1,100
16553,South Indian,BTM,4.1,100
16554,Desserts,BTM,4.1,100
16555,Beverages,BTM,4.1,100
16556,Hyderabadi,BTM,4.1,100
16557,Biryani,BTM,3.7,100
16558,South Indian,BTM,3.7,100
16559,Kebab,BTM,3.7,100
16560,Biryani,BTM,4.3,100
16561,Kebab,BTM,4.3,100
16562,Hyderabadi,BTM,4.3,100
16563,Lucknowi,BTM,4.3,100
16564,South Indian,Koramangala 7th Block,4.1,100
16565,Street Food,Koramangala 7th Block,4.1,100
16566,Chinese,Koramangala 7th Block,4.1,100
16567,Fast Food,Koramangala 7th Block,4.1,100
16568,Ice Cream,Koramangala 7th Block,4.1,100
16569,Beverages,Koramangala 7th Block,4.1,100
16570,Bakery,Koramangala 5th Block,4.1,100
16571,Ice Cream,Koramangala 5th Block,4.1,100
16572,Pizza,Koramangala 6th Block,3.8,200
16573,Italian,Koramangala 6th Block,3.8,200
16574,Pizza,BTM,4.0,200
16575,Fast Food,BTM,4.0,200
16576,Biryani,Bannerghatta Road,4.1,200
16577,Mughlai,Bannerghatta Road,4.1,200
16578,Kebab,Bannerghatta Road,4.1,200
16579,Afghan,Bannerghatta Road,4.1,200
16580,Street Food,Bannerghatta Road,4.1,200
16581,Beverages,Bannerghatta Road,4.1,200
16582,Desserts,Bannerghatta Road,4.1,200
16583,North Indian,BTM,4.3,200
16584,Wraps,BTM,4.3,200
16585,Fast Food,BTM,4.3,200
16586,Biryani,BTM,4.3,200
16587,Desserts,BTM,4.3,200
16588,Beverages,BTM,4.3,200
16589,Biryani,Koramangala 2nd Block,4.1,200
16590,North Indian,Koramangala 2nd Block,4.1,200
16591,Hyderabadi,Koramangala 2nd Block,4.1,200
16592,Mughlai,Koramangala 2nd Block,4.1,200
16593,Chinese,Koramangala 2nd Block,4.1,200
16594,Biryani,BTM,4.1,200
16595,South Indian,BTM,4.1,200
16596,Andhra,BTM,4.1,200
16597,Healthy Food,Koramangala 4th Block,3.8,200
16598,Fast Food,Koramangala 4th Block,3.8,200
16599,Sandwich,Koramangala 4th Block,3.8,200
16600,Salad,Koramangala 4th Block,3.8,200
16601,Beverages,Koramangala 4th Block,3.8,200
16602,Wraps,Koramangala 4th Block,3.8,200
16603,Rolls,BTM,4.0,200
16604,Wraps,BTM,4.0,200
16605,Fast Food,BTM,4.0,200
16606,South Indian,BTM,4.2,200
16607,Chinese,BTM,4.2,200
16608,Street Food,BTM,4.2,200
16609,Beverages,BTM,4.2,200
16610,North Indian,BTM,4.2,200
16611,Shake,BTM,4.2,200
16612,South Indian,Bommanahalli,4.1,200
16613,North Indian,Bommanahalli,4.1,200
16614,Chinese,Bommanahalli,4.1,200
16615,Street Food,Bommanahalli,4.1,200
16616,Ice Cream,Bommanahalli,4.1,200
16617,Desserts,Bommanahalli,4.1,200
16618,Shake,Bommanahalli,4.1,200
16619,Beverages,Bommanahalli,4.1,200
16620,North Indian,BTM,3.7,200
16621,Biryani,BTM,3.7,200
16622,Mughlai,BTM,3.7,200
16623,Chinese,BTM,3.7,200
16624,Kebab,BTM,3.7,200
16625,Biryani,Koramangala 6th Block,3.8,200
16626,North Indian,Koramangala 6th Block,3.8,200
16627,Kebab,Koramangala 6th Block,3.8,200
16628,Continental,Koramangala 7th Block,3.9,250
16629,Healthy Food,Koramangala 7th Block,3.9,250
16630,Fast Food,Koramangala 7th Block,3.9,250
16631,Burger,Koramangala 7th Block,3.9,250
16632,Sandwich,Koramangala 7th Block,3.9,250
16633,Chinese,Koramangala 7th Block,3.9,250
16634,Pasta,Koramangala 7th Block,3.9,250
16635,Beverages,Koramangala 7th Block,3.9,250
16636,Mexican,Indiranagar,3.9,250
16637,Fast Food,Indiranagar,3.9,250
16638,Wraps,Indiranagar,3.9,250
16639,Beverages,Indiranagar,3.9,250
16640,Fast Food,Koramangala 5th Block,3.7,250
16641,Burger,Koramangala 5th Block,3.7,250
16642,Pizza,Koramangala 5th Block,3.7,250
16643,Healthy Food,BTM,4.1,250
16644,North Indian,BTM,4.1,250
16645,Pizza,BTM,4.1,250
16646,Burger,BTM,4.1,250
16647,Pasta,BTM,4.1,250
16648,Biryani,BTM,4.1,250
16649,Chinese,BTM,4.1,250
16650,Beverages,BTM,4.1,250
16651,Biryani,Koramangala 2nd Block,3.8,250
16652,North Indian,Koramangala 2nd Block,3.8,250
16653,Mughlai,Koramangala 2nd Block,3.8,250
16654,Chinese,Koramangala 2nd Block,3.8,250
16655,Sichuan,Koramangala 2nd Block,3.8,250
16656,Biryani,BTM,4.0,250
16657,South Indian,BTM,4.0,250
16658,Biryani,Koramangala 7th Block,3.9,250
16659,North Indian,Koramangala 7th Block,3.9,250
16660,South Indian,Koramangala 7th Block,3.9,250
16661,Chinese,Koramangala 7th Block,3.9,250
16662,Seafood,Koramangala 7th Block,3.9,250
16663,Beverages,Koramangala 7th Block,3.9,250
16664,Mexican,BTM,4.1,250
16665,Fast Food,BTM,4.1,250
16666,Beverages,BTM,4.1,250
16667,Momos,BTM,4.1,250
16668,Fast Food,BTM,4.1,250
16669,Tibetan,BTM,4.1,250
16670,Biryani,Koramangala 1st Block,4.3,250
16671,Mughlai,Koramangala 1st Block,4.3,250
16672,North Indian,BTM,4.1,250
16673,Beverages,BTM,4.1,250
16674,Desserts,BTM,4.1,250
16675,Ice Cream,Kanakapura Road,4.5,100
16676,Beverages,Kanakapura Road,4.5,100
16677,Biryani,Koramangala 7th Block,4.2,100
16678,Chettinad,Koramangala 7th Block,4.2,100
16679,Chinese,Koramangala 7th Block,4.2,100
16680,North Indian,Koramangala 7th Block,4.2,100
16681,Beverages,BTM,3.9,100
16682,Fast Food,BTM,3.9,100
16683,Burger,BTM,3.9,100
16684,Shake,BTM,3.9,100
16685,Juices,BTM,3.9,100
16686,Ice Cream,BTM,3.9,100
16687,Desserts,BTM,3.9,100
16688,Biryani,Koramangala 2nd Block,4.0,100
16689,Mughlai,Koramangala 2nd Block,4.0,100
16690,Hyderabadi,Koramangala 2nd Block,4.0,100
16691,Biryani,Koramangala 2nd Block,4.2,100
16692,Hyderabadi,Koramangala 2nd Block,4.2,100
16693,North Indian,Koramangala 2nd Block,4.2,100
16694,Kebab,Koramangala 2nd Block,4.2,100
16695,Mughlai,Koramangala 2nd Block,4.2,100
16696,Desserts,Koramangala 2nd Block,4.2,100
16697,Mithai,Koramangala 6th Block,4.5,100
16698,Street Food,Koramangala 6th Block,4.5,100
16699,Beverages,Koramangala 6th Block,4.5,100
16700,Desserts,Koramangala 6th Block,4.5,100
16701,North Indian,BTM,4.1,100
16702,Chinese,BTM,4.1,100
16703,South Indian,BTM,4.1,100
16704,Street Food,BTM,4.1,100
16705,Fast Food,BTM,4.1,100
16706,Desserts,BTM,4.1,100
16707,Shake,BTM,4.1,100
16708,Beverages,BTM,4.1,100
16709,Bakery,Indiranagar,3.6,100
16710,Desserts,Indiranagar,3.6,100
16711,Ice Cream,Indiranagar,3.6,100
16712,Shake,Indiranagar,3.6,100
16713,Andhra,Koramangala 6th Block,4.3,100
16714,Biryani,Koramangala 6th Block,4.3,100
16715,North Indian,Koramangala 6th Block,4.3,100
16716,Ice Cream,Bommanahalli,4.6,100
16717,Desserts,Bommanahalli,4.6,100
16718,Burger,Koramangala 1st Block,3.7,100
16719,Fast Food,Koramangala 1st Block,3.7,100
16720,Beverages,Koramangala 1st Block,3.7,100
16721,South Indian,Ejipura,3.8,100
16722,Burger,Bommanahalli,3.7,100
16723,Fast Food,Bommanahalli,3.7,100
16724,American,Bommanahalli,3.7,100
16725,Chinese,HSR,3.6,100
16726,Momos,HSR,3.6,100
16727,Sichuan,HSR,3.6,100
16728,Beverages,BTM,4.1,100
16729,Desserts,BTM,4.1,100
16730,Ice Cream,BTM,4.1,100
16731,Waffle,BTM,4.1,100
16732,Bakery,BTM,4.1,100
16733,Healthy Food,BTM,4.1,100
16734,Bakery,BTM,4.1,100
16741,North Indian,Indiranagar,3.8,100
16742,South Indian,Indiranagar,3.8,100
16743,Chinese,Indiranagar,3.8,100
16744,Sandwich,Indiranagar,3.8,100
16745,Street Food,Indiranagar,3.8,100
16746,Ice Cream,Indiranagar,3.8,100
16747,Juices,Indiranagar,3.8,100
16748,Beverages,Indiranagar,3.8,100
16749,Arabian,Indiranagar,4.2,100
16750,Mughlai,Indiranagar,4.2,100
16751,North Indian,Indiranagar,4.2,100
16752,Chinese,Indiranagar,4.2,100
16753,Fast Food,Indiranagar,4.2,100
16754,Beverages,Indiranagar,4.2,100
16755,Shake,Indiranagar,4.2,100
16756,Desserts,Indiranagar,4.2,100
16757,Burger,Koramangala 1st Block,4.0,100
16758,Sandwich,Koramangala 1st Block,4.0,100
16759,Fast Food,Koramangala 1st Block,4.0,100
16760,Wraps,Koramangala 1st Block,4.0,100
16761,Biryani,Koramangala 1st Block,4.0,100
16762,Beverages,Koramangala 1st Block,4.0,100
16763,Desserts,Koramangala 1st Block,4.0,100
16764,Bakery,HSR,4.3,100
16765,Desserts,HSR,4.3,100
16766,South Indian,HSR,4.0,100
16767,Chinese,HSR,4.0,100
16768,North Indian,HSR,4.0,100
16769,Sichuan,HSR,4.0,100
16770,North Indian,Koramangala 1st Block,3.7,150
16771,Mughlai,Koramangala 1st Block,3.7,150
16772,Chinese,Koramangala 1st Block,3.7,150
16773,Kebab,Koramangala 1st Block,3.7,150
16774,Rolls,Koramangala 1st Block,3.7,150
16775,Seafood,Koramangala 1st Block,3.7,150
16776,Arabian,Koramangala 1st Block,3.7,150
16777,Biryani,Koramangala 1st Block,3.7,150
16778,Street Food,Bommanahalli,3.9,150
16779,Burger,Bommanahalli,3.9,150
16780,Fast Food,Bommanahalli,3.9,150
16781,Ice Cream,Bommanahalli,3.9,150
16782,North Indian,Koramangala 5th Block,4.1,150
16783,Rolls,Koramangala 5th Block,4.1,150
16784,Fast Food,Koramangala 5th Block,4.1,150
16785,Pizza,Koramangala 1st Block,4.1,150
16786,Pasta,Koramangala 1st Block,4.1,150
16787,Italian,Koramangala 1st Block,4.1,150
16788,Desserts,Koramangala 1st Block,4.1,150
16789,Continental,Koramangala 1st Block,4.1,150
16790,Beverages,Koramangala 1st Block,4.1,150
16791,North Indian,Koramangala 5th Block,4.3,150
16792,North Indian,HSR,3.5,150
16793,Chinese,HSR,3.5,150
16794,Arabian,HSR,3.5,150
16795,Mughlai,HSR,3.5,150
16796,Fast Food,HSR,3.5,150
16797,Beverages,HSR,3.5,150
16798,Shake,HSR,3.5,150
16799,Chinese,Bommanahalli,4.2,150
16800,Japanese,Bommanahalli,4.2,150
16801,Thai,Bommanahalli,4.2,150
16802,Indonesian,Bommanahalli,4.2,150
16803,Asian,Bommanahalli,4.2,150
16804,Street Food,HSR,3.9,150
16805,Mughlai,HSR,3.9,150
16806,Biryani,HSR,3.9,150
16807,North Indian,HSR,3.9,150
16808,Desserts,HSR,3.9,150
16809,Beverages,HSR,3.9,150
16810,Bar Food,HSR,3.9,150
16811,Chinese,HSR,4.1,150
16812,Asian,HSR,4.1,150
16813,Thai,HSR,4.1,150
16814,Oriental,HSR,4.1,150
16815,Seafood,HSR,4.1,150
16816,Sichuan,HSR,4.1,150
16817,Beverages,HSR,4.1,150
16818,Desserts,HSR,4.1,150
16819,North Indian,Bommanahalli,4.1,150
16820,Chinese,Bommanahalli,4.1,150
16821,Kebab,Bommanahalli,4.1,150
16822,Mughlai,Bommanahalli,4.1,150
16823,Biryani,Bommanahalli,4.1,150
16824,Desserts,Bommanahalli,4.1,150
16825,Beverages,Bommanahalli,4.1,150
16826,Waffle,Koramangala 1st Block,4.3,150
16827,Pancake,Koramangala 1st Block,4.3,150
16828,Desserts,Koramangala 1st Block,4.3,150
16829,Beverages,Koramangala 1st Block,4.3,150
16830,Ice Cream,Koramangala 1st Block,4.3,150
16831,North Indian,Sarjapur Road,4.1,150
16832,Street Food,Sarjapur Road,4.1,150
16833,Fast Food,Sarjapur Road,4.1,150
16834,South Indian,Sarjapur Road,4.1,150
16835,Chinese,Sarjapur Road,4.1,150
16836,Ice Cream,Sarjapur Road,4.1,150
16837,Shake,Sarjapur Road,4.1,150
16838,Ice Cream,Koramangala 7th Block,4.4,150
16839,Desserts,Koramangala 7th Block,4.4,150
16840,Healthy Food,Koramangala 7th Block,4.1,150
16841,North Indian,Koramangala 7th Block,4.1,150
16842,Ice Cream,Koramangala 7th Block,4.1,150
16843,Desserts,Koramangala 7th Block,4.1,150
16844,Beverages,Koramangala 7th Block,4.1,150
16845,South Indian,HSR,4.0,150
16846,Chettinad,HSR,4.0,150
16847,Biryani,HSR,4.0,150
16848,Seafood,HSR,4.0,150
16849,Chinese,HSR,4.0,150
16850,North Indian,HSR,4.0,150
16851,Desserts,HSR,4.0,150
16852,Beverages,HSR,4.0,150
16853,Rolls,Koramangala 4th Block,3.8,150
16854,Chinese,Koramangala 4th Block,3.8,150
16855,Momos,Koramangala 4th Block,3.8,150
16856,Bakery,Koramangala 6th Block,4.4,150
16857,Cafe,Koramangala 6th Block,4.4,150
16858,Italian,Koramangala 6th Block,4.4,150
16859,Continental,Koramangala 6th Block,4.4,150
16860,Fast Food,Koramangala 6th Block,4.4,150
16861,Beverages,Koramangala 6th Block,4.4,150
16862,Desserts,Koramangala 6th Block,4.4,150
16863,North Indian,Domlur,3.6,150
16864,Chinese,Domlur,3.6,150
16865,Biryani,Domlur,3.6,150
16866,Fast Food,Domlur,3.6,150
16867,Momos,Domlur,3.6,150
16868,Sichuan,Domlur,3.6,150
16869,North Indian,HSR,3.7,150
16870,North Indian,Koramangala 6th Block,3.9,150
16871,South Indian,Koramangala 6th Block,3.9,150
16872,Chinese,Koramangala 6th Block,3.9,150
16873,Mughlai,Koramangala 6th Block,3.9,150
16874,Biryani,Koramangala 6th Block,3.9,150
16875,Fast Food,Koramangala 6th Block,3.9,150
16876,Beverages,Koramangala 6th Block,3.9,150
16877,Desserts,Koramangala 6th Block,3.9,150
16878,North Indian,Koramangala 5th Block,3.4,150
16879,Chinese,Koramangala 5th Block,3.4,150
16880,Arabian,Koramangala 5th Block,3.4,150
16881,Mughlai,Koramangala 5th Block,3.4,150
16882,Biryani,HSR,4.0,150
16883,Andhra,HSR,4.0,150
16884,Biryani,Koramangala 6th Block,4.1,150
16885,Kebab,Koramangala 6th Block,4.1,150
16886,Hyderabadi,Koramangala 6th Block,4.1,150
16887,Bakery,Koramangala 6th Block,4.3,150
16888,Desserts,Koramangala 6th Block,4.3,150
16889,Beverages,Koramangala 6th Block,4.3,150
16890,Biryani,HSR,3.7,350
16891,South Indian,HSR,3.7,350
16892,Mughlai,Koramangala 1st Block,3.9,350
16893,Chinese,Koramangala 1st Block,3.9,350
16894,North Indian,Koramangala 1st Block,3.9,350
16895,Rolls,Koramangala 1st Block,3.9,350
16896,Sichuan,Koramangala 1st Block,3.9,350
16897,North Indian,Koramangala 1st Block,4.3,350
16898,Biryani,HSR,4.0,350
16899,Mughlai,HSR,4.0,350
16900,North Indian,HSR,4.0,350
16901,North Indian,HSR,4.3,350
16902,Biryani,HSR,4.3,350
16903,Desserts,HSR,4.3,350
16904,Biryani,HSR,3.8,350
16905,Andhra,HSR,3.8,350
16906,South Indian,HSR,3.8,350
16907,Mughlai,HSR,3.8,350
16908,South Indian,HSR,3.9,350
16909,North Indian,HSR,3.9,350
16910,Street Food,HSR,3.9,350
16911,Beverages,HSR,3.9,350
16912,Chinese,HSR,3.9,350
16913,Shake,HSR,3.9,350
16914,North Indian,HSR,4.1,350
16915,Chinese,HSR,4.1,350
16916,Street Food,HSR,4.1,350
16917,Fast Food,HSR,4.1,350
16918,South Indian,HSR,4.1,350
16919,Juices,HSR,4.1,350
16920,Beverages,HSR,4.1,350
16921,Chinese,Koramangala 7th Block,3.9,350
16922,Rolls,Koramangala 7th Block,3.9,350
16923,Seafood,Koramangala 7th Block,3.9,350
16924,Desserts,Koramangala 7th Block,3.9,350
16925,Shake,Koramangala 7th Block,3.9,350
16926,Sichuan,Koramangala 7th Block,3.9,350
16927,Biryani,Bommanahalli,3.6,350
16928,Kebab,Bommanahalli,3.6,350
16929,Hyderabadi,Bommanahalli,3.6,350
16930,Lucknowi,Bommanahalli,3.6,350
16931,Andhra,Koramangala 1st Block,3.9,350
16932,North Indian,Koramangala 1st Block,3.9,350
16933,Chinese,Koramangala 1st Block,3.9,350
16934,Biryani,Koramangala 1st Block,3.9,350
16935,Street Food,Indiranagar,4.5,350
16936,Tea,Indiranagar,4.5,350
16937,Biryani,HSR,4.1,250
16938,Andhra,HSR,4.1,250
16939,Chinese,HSR,4.1,250
16940,North Indian,HSR,4.1,250
16941,Mughlai,HSR,4.1,250
16942,North Indian,HSR,4.1,250
16943,Mughlai,HSR,4.1,250
16944,Rolls,HSR,4.1,250
16945,Chinese,HSR,4.1,250
16946,South Indian,Domlur,3.7,250
16947,North Indian,Domlur,3.7,250
16948,Chinese,Domlur,3.7,250
16949,Beverages,Domlur,3.7,250
16950,North Indian,Koramangala 6th Block,3.6,250
16951,BBQ,Koramangala 6th Block,3.6,250
16952,Biryani,Koramangala 6th Block,3.6,250
16953,Kebab,Koramangala 6th Block,3.6,250
16954,Cafe,Hosur Road,4.0,250
16955,Fast Food,Hosur Road,4.0,250
16956,Salad,Hosur Road,4.0,250
16957,Desserts,Hosur Road,4.0,250
16958,Beverages,Hosur Road,4.0,250
16959,North Indian,BTM,4.1,250
16960,Hyderabadi,BTM,4.1,250
16961,Chinese,BTM,4.1,250
16962,Biryani,BTM,4.1,250
16963,Mughlai,BTM,4.1,250
16964,Desserts,BTM,4.1,250
16965,Beverages,BTM,4.1,250
16966,Shake,BTM,4.1,250
16967,Desserts,Koramangala 6th Block,4.3,250
16968,Bakery,Koramangala 6th Block,4.3,250
16969,Rolls,Jayanagar,3.6,250
16970,Fast Food,Jayanagar,3.6,250
16971,Beverages,Jayanagar,3.6,250
16972,Wraps,Jayanagar,3.6,250
16973,Desserts,Jayanagar,3.6,250
16974,Shake,Jayanagar,3.6,250
16975,Momos,Koramangala 7th Block,3.9,250
16976,Fast Food,Koramangala 7th Block,3.9,250
16977,Tea,JP Nagar,4.1,250
16978,Beverages,JP Nagar,4.1,250
16979,Shake,JP Nagar,4.1,250
16980,Fast Food,JP Nagar,4.1,250
16981,Rolls,JP Nagar,4.1,250
16982,Desserts,JP Nagar,4.1,250
16983,Coffee,JP Nagar,4.1,250
16984,Pizza,Jayanagar,4.0,250
16985,Fast Food,Jayanagar,4.0,250
16986,Desserts,Jayanagar,4.0,250
16987,Beverages,Jayanagar,4.0,250
16988,North Indian,Koramangala 5th Block,3.6,250
16989,Chinese,Koramangala 5th Block,3.6,250
16990,Chinese,Koramangala 7th Block,3.9,200
16991,Thai,Koramangala 7th Block,3.9,200
16992,Andhra,Koramangala 6th Block,3.4,200
16993,Biryani,Koramangala 6th Block,3.4,200
16994,North Indian,Koramangala 6th Block,3.4,200
16995,Chinese,Koramangala 6th Block,3.4,200
16996,Kerala,Bommanahalli,3.7,200
16997,South Indian,Bommanahalli,3.7,200
16998,Beverages,Bommanahalli,3.7,200
16999,Biryani,Bannerghatta Road,4.1,200
17000,South Indian,Bannerghatta Road,4.1,200
17001,Kerala,Koramangala 4th Block,4.0,200
17002,South Indian,Koramangala 4th Block,4.0,200
17003,Biryani,Koramangala 4th Block,4.0,200
17004,North Indian,Jayanagar,4.3,200
17005,Pasta,Jayanagar,4.3,200
17006,Italian,Jayanagar,4.3,200
17007,South Indian,HSR,3.6,200
17008,North Indian,HSR,3.6,200
17009,Chinese,HSR,3.6,200
17010,Street Food,HSR,3.6,200
17011,Desserts,HSR,3.6,200
17012,Ice Cream,HSR,3.6,200
17013,Beverages,HSR,3.6,200
17014,Biryani,Koramangala 7th Block,3.9,200
17015,South Indian,Koramangala 7th Block,3.9,200
17016,Street Food,Bannerghatta Road,3.9,200
17017,Chinese,Bannerghatta Road,3.9,200
17018,South Indian,JP Nagar,3.5,150
17019,Desserts,JP Nagar,3.5,150
17020,Rolls,Bommanahalli,4.0,150
17021,Fast Food,Bommanahalli,4.0,150
17022,North Indian,Bommanahalli,4.0,150
17023,Desserts,Bommanahalli,4.0,150
17024,Beverages,Bommanahalli,4.0,150
17025,Kerala,HSR,3.4,150
17026,South Indian,HSR,3.4,150
17027,Biryani,HSR,3.4,150
17028,Chinese,HSR,3.4,150
17029,Juices,HSR,3.4,150
17030,Beverages,HSR,3.4,150
17031,Shake,HSR,3.4,150
17032,Sichuan,HSR,3.4,150
17033,North Indian,Brigade Road,3.8,150
17034,South Indian,Brigade Road,3.8,150
17035,Fast Food,Brigade Road,3.8,150
17036,Street Food,Brigade Road,3.8,150
17037,Chinese,Brigade Road,3.8,150
17038,Desserts,Brigade Road,3.8,150
17039,Shake,Brigade Road,3.8,150
17040,Beverages,Brigade Road,3.8,150
17041,Fast Food,MG Road,4.1,150
17042,Burger,MG Road,4.1,150
17043,Beverages,MG Road,4.1,150
17044,Shake,Ulsoor,4.3,150
17045,Beverages,Ulsoor,4.3,150
17046,Ice Cream,Ulsoor,4.3,150
17047,Desserts,Indiranagar,4.3,150
17048,Waffle,Indiranagar,4.3,150
17049,Beverages,Indiranagar,4.3,150
17050,Mithai,Ulsoor,4.2,100
17051,Street Food,Ulsoor,4.2,100
17052,Biryani,Frazer Town,4.2,100
17053,Fast Food,Frazer Town,4.2,100
17054,Chinese,Domlur,4.1,100
17055,Thai,Domlur,4.1,100
17056,Vietnamese,Domlur,4.1,100
17057,Sichuan,Domlur,4.1,100
17058,Bakery,Indiranagar,4.2,100
17059,Desserts,Indiranagar,4.2,100
17060,Biryani,Ulsoor,3.6,100
17061,Mughlai,Ulsoor,3.6,100
17062,Fast Food,Ulsoor,3.6,100
17063,Desserts,Ulsoor,3.6,100
17064,North Indian,Brigade Road,4.1,100
17065,Chinese,Brigade Road,4.1,100
17066,Mughlai,Brigade Road,4.1,100
17067,Seafood,Brigade Road,4.1,100
17068,Fast Food,Brigade Road,4.1,100
17069,Biryani,Brigade Road,4.1,100
17070,Beverages,Brigade Road,4.1,100
17071,Tea,Frazer Town,4.1,100
17072,Beverages,Frazer Town,4.1,100
17073,Ice Cream,Indiranagar,4.0,100
17074,Desserts,Indiranagar,4.0,100
17075,Beverages,Indiranagar,4.0,100
17076,Shake,Indiranagar,4.0,100
17077,Bakery,Shivajinagar,3.5,100
17078,Desserts,Shivajinagar,3.5,100
17079,Pizza,Indiranagar,3.5,100
17080,Fast Food,Indiranagar,3.5,100
17081,Desserts,Indiranagar,3.5,100
17082,Beverages,Indiranagar,3.5,100
17083,Cafe,Indiranagar,3.8,100
17084,Beverages,Indiranagar,3.8,100
17085,Desserts,Indiranagar,3.8,100
17086,Chinese,Domlur,3.8,100
17087,Fast Food,Domlur,3.8,100
17088,Beverages,Domlur,3.8,100
17089,Shake,Domlur,3.8,100
17090,North Indian,Frazer Town,3.6,100
17091,Chinese,Frazer Town,3.6,100
17092,Kebab,Frazer Town,3.6,100
17093,Biryani,Frazer Town,3.6,100
17094,Mughlai,Frazer Town,3.6,100
17095,North Indian,Ulsoor,4.1,100
17096,Chinese,Ulsoor,4.1,100
17097,South Indian,Ulsoor,4.1,100
17098,Beverages,Ulsoor,4.1,100
17099,Desserts,Ulsoor,4.1,100
17100,Juices,Ulsoor,4.1,100
17101,Ice Cream,Ulsoor,4.1,100
17102,Shake,Ulsoor,4.1,100
17103,South Indian,Ulsoor,4.2,100
17104,North Indian,Ulsoor,4.2,100
17105,Chinese,Ulsoor,4.2,100
17106,Fast Food,Ulsoor,4.2,100
17107,Street Food,Ulsoor,4.2,100
17108,Ice Cream,Ulsoor,4.2,100
17109,Beverages,Ulsoor,4.2,100
17110,Shake,Ulsoor,4.2,100
17111,Pizza,Ulsoor,4.0,100
17112,Fast Food,Ulsoor,4.0,100
17113,Beverages,Ulsoor,4.0,100
17114,Desserts,Frazer Town,4.5,100
17115,Beverages,Frazer Town,4.5,100
17116,Chinese,Ulsoor,3.7,100
17117,Tibetan,Ulsoor,3.7,100
17118,Biryani,Koramangala 7th Block,3.7,100
17119,South Indian,Koramangala 7th Block,3.7,100
17120,Fast Food,Ulsoor,3.8,100
17121,Sandwich,Ulsoor,3.8,100
17122,Pizza,Ulsoor,3.8,100
17123,Burger,Ulsoor,3.8,100
17124,Street Food,Ulsoor,3.8,100
17125,Beverages,Ulsoor,3.8,100
17126,Lebanese,Koramangala 7th Block,4.0,100
