name,lat,long,review,cusine,rating,price,Location
Hyderabadi Biryani Utsav,12.9951045123,77.6664059982,233,"biryani, hyderabadi, north indian, chinese, fast food",4.0,300,old madras road
Juicy,12.9590406058,77.6553864777,142,"beverages, juices, fast food, sandwich, shake",4.0,300,old airport road
Asia Kitchen By Mainland China,12.9752289102,77.6039051637,6,"chinese, momos, thai, asian, seafood, sushi, beverages",4.1,300,church street
Karim's Delhi 6,12.9721685464,77.6008943841,55,"mughlai, north indian, rolls",4.0,300,st. marks road
Kunafa World,12.9953325415,77.6141421497,101,desserts,4.5,300,frazer town
Malabar Hotel,12.9854947558,77.6720148325,0,kerala,4.0,300,kaggadasapura
Carols Pastries & Bakers,13.0176496347,77.6690338925,421,"bakery, desserts",4.0,300,rammurthy nagar
Keventers Ice Cream,12.970208221,77.6101583987,75,"ice cream, desserts, shake, beverages",4.3,300,near brigade road
Boss Burger,12.9717888979,77.5983345509,294,"burger, fast food, desserts, beverages, shake",4.2,300,lavelle road
Carols Pastries & Bakers,12.9926053253,77.5920558348,633,"bakery, desserts",4.3,300,vasanth nagar
Just Cakes,12.928496353,77.6094050333,174,"bakery, desserts",4.1,300,btm
Church Street Social,12.9754670858,77.6025556773,8003,"north indian, chinese, biryani, burger, pasta, pizza, kebab, rolls",4.1,300,church street
Salt - Indian Restaurant Bar & Grill,12.9348380315,77.6115142554,1725,"north indian, bbq, biryani, mughlai, fast food, beverages, desserts",4.1,300,koramangala 7th block
BigBites,12.968187,77.650777,309,"fast food, momos, street food",4.2,300,near jeevan bhima nagar
Dawat Durbar,12.9857672252,77.6051550731,446,"mughlai, north indian",3.8,300,shivajinagar
Karama Restaurant,12.9997143846,77.6159767807,4122,"arabian, mughlai, seafood, north indian, kashmiri, biryani, desserts",4.0,100,frazer town
No Sugar Please!,12.927875,77.640705,254,"juices, beverages, healthy food",4.4,100,koramangala 1st block
Giani Icecream,12.9971781,77.6141739,6,"ice cream, beverages, desserts, shake",3.9,100,frazer town
Burger It Up,12.984222,77.678224,90,"burger, beverages, desserts, american, cafe",4.0,100,kr puram
Udupi Krishna Grand,13.0176228486,77.6524501294,12,"south indian, north indian, chinese, street food, beverages, shake",3.9,100,kalyan nagar
Umpire Chicken County,12.9565714432,77.619712092,650,"chinese, north indian, biryani, rolls",3.7,100,richmond road
Sagar Delicacy,12.9874726025,77.6185996458,99,"north indian, chinese, south indian, beverages",4.2,100,ulsoor
Kouzina Kafe - The Food Court,12.984222,77.678224,160,"fast food, bakery, desserts, shake",4.2,100,kr puram
Chianti,12.972353,77.618721,846,"pizza, pasta, italian, salad, desserts, beverages, juices",4.5,100,mg road
Manjit Da Dhaba,12.9979587818,77.6221653074,832,"north indian, desserts",4.3,100,frazer town
Food Adda,12.9341583519,77.6167918369,7,"fast food, sandwich, pizza, burger, beverages",4.0,100,koramangala 5th block
Just Bake - Cakes & Confectioners,12.9240639119,77.6148224249,837,"bakery, desserts",3.7,100,btm
Udupi Shanthi Sagar,12.9958649003,77.613093143,9,"north indian, south indian, chinese, street food, beverages",4.0,100,frazer town
Shahi Family Restaurant,12.9754942032,77.622583732,409,"north indian, chinese, south indian, biryani",3.6,100,ulsoor
Al Noor,12.9879058056,77.6119648665,61,"north indian, chinese",4.4,100,shivajinagar
Sweet Bake - Cake & Desserts,13.01407,77.64043,549,"bakery, shake",3.9,100,kammanahalli
The Bangalore Creamery,12.92508772,77.6374217123,3245,"ice cream, desserts, beverages, shake, waffle",4.2,100,koramangala 1st block
O4H - Order For Health,12.971615,77.655778,147,"healthy food, salad, wraps, beverages",4.4,100,thippasandra
Tunday Kababi,12.9758423848,77.6019299991,3,"awadhi, kebab, biryani",4.0,100,st. marks road
Sheesh Kebab,13.0003850647,77.6166138053,183,"kebab, iranian, mughlai, biryani, rolls, desserts",4.0,100,frazer town
Dhaba - Estd 1986 Delhi,12.9244665078,77.6387423649,127,"north indian, mughlai, biryani, kebab, beverages, desserts",3.9,100,koramangala 1st block
Mega Biryani,12.968187,77.650777,92,biryani,4.1,100,near jeevan bhima nagar
GLOBO Ice Creams Of The World,12.98061,77.64638,41,ice cream,4.0,100,indiranagar
Mr. Chow,12.9780936,77.6177654,188,momos,3.7,100,ulsoor
Punjabi Tandoor,12.9733406,77.6753207,170,"chinese, north indian, bbq, mughlai, continental, desserts, beverages",3.7,200,kaggadasapura
Lion King,12.976654693,77.6757032052,163,"chinese, thai, seafood, sichuan",3.9,200,kaggadasapura
Pind Punjabi,13.0119529495,77.6676337793,25,"north indian, mughlai, biryani, chinese",3.7,200,rammurthy nagar
Kabab Korner,12.9719721878,77.6010227948,228,"north indian, chinese, mughlai, sichuan",4.1,200,st. marks road
No.10 Fort Cochin,12.970767,77.600686,302,"kerala, seafood, biryani, chinese, beverages, desserts",4.0,200,st. marks road
Kachori Chowk,12.937163,77.624673,169,"north indian, street food",4.0,200,koramangala 6th block
Little Italy,13.0228470639,77.6430352405,646,"italian, shake, beverages, desserts",3.7,200,kalyan nagar
Nasi And Mee,12.934934755,77.6291863248,2889,"asian, japanese, singaporean, malaysian, thai",4.3,200,koramangala 4th block
Art of Delight,12.9734280473,77.6092987508,2080,"ice cream, desserts, waffle, beverages",4.2,200,residency road
Thali 99,12.98159776,77.62608468,37,"north indian, mughlai",3.1,200,ulsoor
KC Das - Sweet Bite,12.9944628934,77.6155154407,35,"mithai, street food, mishti, bengali",4.0,200,frazer town
Delicious Momos,13.0154655779,77.6335921884,151,"chinese, momos, sichuan",4.2,200,kammanahalli
Zwarma,12.9881687981,77.6177000999,6,"shawarma, bbq, fast food, beverages",3.3,150,ulsoor
Samosa Singh,12.9721848824,77.653564252,2856,"street food, fast food, tea, north indian",3.5,150,thippasandra
North Indian Bhukkads - NIB,12.92466,77.6388,930,"street food, north indian, biryani",3.9,150,koramangala 1st block
Barley & Grapes Cafe,12.9979284,77.6963599026,1193,"italian, continental, fast food, street food, ice cream, desserts",3.5,150,whitefield
Food Manthra,12.9755445173,77.6225414872,143,"north indian, chinese, biryani, rolls, south indian",3.6,150,ulsoor
ITC Sunfeast Baked Creations,12.9980915816,77.6280093125,381,"bakery, desserts, , cafe, continental, sandwich",4.5,150,banaswadi
The Brooklyn Creamery - Healthy Ice Cream,12.958942,77.660155,33,ice cream,4.1,150,old airport road
Delhi 6 Chandni Chowk,12.9856100816,77.6719987392,126,"north indian, fast food, mughlai, street food, chinese, desserts",3.9,150,kaggadasapura
Brahmins Tiffin Centre,12.9716020139,77.6507878304,730,south indian,4.1,150,thippasandra
India Sweet House,13.0005703023,77.6154195551,0,"mithai, street food",4.0,150,frazer town
Grow Fit,12.9373208069,77.624488771,7372,"healthy food, desserts, beverages",3.9,150,koramangala 6th block
Udupi Food Point,13.0059085511,77.6495231688,4,"south indian, chinese",4.0,150,banaswadi
Oru Vadakkan Cafe,12.9362901869,77.620222047,77,"kerala, south indian, biryani, seafood, beverages",4.1,150,koramangala 5th block
Malabar,12.9677836038,77.6544460282,183,"south indian, kerala, biryani, street food, beverages",3.7,150,jeevan bhima nagar
Tamarind - Tamarind Hospitality,13.0124739833,77.6476835087,614,"chinese, continental, north indian",4.3,150,banaswadi
Simpli Namdhari's,12.9703253215,77.6099521684,38,"asian, fast food, chinese, north indian, beverages, salad",3.3,150,ashok nagar
Paratha Corner,12.9853075554,77.6648006961,55,"north indian, street food, beverages",3.9,150,cv raman nagar
Paratha Plaza,12.9746921159,77.6786975563,536,"north indian, chinese, beverages",4.3,150,kaggadasapura
AL Bain Restaurant,13.0152663136,77.6392925531,33,"north indian, arabian, chinese, lebanese, desserts, beverages",3.4,150,kammanahalli
Oh My Shawarma,12.9364810185,77.6250875741,4,lebanese,4.0,150,koramangala 6th block
The Betel Leaf Co - Originally from Bangalore,12.9370884766,77.626465559,358,"paan, desserts",4.4,150,koramangala 6th block
Smoke House Deli,12.9717464243,77.5983583555,3126,"italian, pasta, burger, salad, sandwich, healthy food, continental",4.1,150,lavelle road
Chef's Cap,12.9610300986,77.6572848111,7202,"chinese, sichuan",4.3,150,old airport road
New Taj Hotel,12.9616103779,77.6698315144,60,"biryani, mughlai",3.9,150,old airport road
Kenny's Restaurant,13.0108426049,77.6593206078,39,"chinese, sichuan",3.9,150,near chaya hospital banaswadi
Lassi Shop,13.0005085506,77.5995710492,246,"beverages, ice cream, desserts, shake",3.3,150,frazer town
Go Native,12.9688189943,77.5970487669,269,"healthy food, north indian, south indian, fast food, beverages, desserts",4.4,150,lavelle road
Mangalore Pearl - Seafood Restaurant,12.9909169715,77.6193791628,235,"mangalorean, seafood, desserts",4.2,150,ulsoor
Baba Ganoush Cafe,12.9950783,77.6142918,18,"fast food, arabian, lebanese, beverages, desserts",4.2,150,frazer town
Barkaas- Arabic Restaurant,12.9511821337,77.6994477957,859,"arabian, north indian, mughlai, fast food, shawarma, desserts",3.5,150,marathahalli
Chandni Chowk 2 Bangalore,13.0146554532,77.6346526667,283,"north indian, street food, chinese, fast food, momos, desserts",3.6,150,kammanahalli
Sri Ganesh Juice Junction,12.9365659778,77.6199615374,26253,"beverages, juices, fast food, shake",3.8,150,koramangala 5th block
Karim's - Original From Delhi 6 Jama Masjid,12.954789,77.714932,22,"mughlai, north indian, rolls, kebab",3.5,150,marathahalli
Raffaele's Ristorante Pizzeria,12.9424179672,77.6253454015,162,"pizza, italian, burger, beverages",4.0,150,koramangala 6th block
The Biryanis,12.9678381669,77.6543933898,434,"andhra, biryani, north indian, seafood, chinese, kebab, desserts, beverages",3.9,150,jeevan bhima nagar
Restaurant Chef Pillai,12.994948,77.6974945,91,"south indian, seafood, biryani, beverages, desserts",4.2,150,whitefield
Bake N Bloom,12.9715637877,77.6064670086,44,"bakery, desserts",4.3,100,residency road
The Fatty Bao,12.9705731694,77.5976834446,82,"asian, japanese, sushi, chinese, thai, momos, beverages",3.8,100,lavelle road
Tibb's Frankie,12.9799793058,77.6072977974,1,rolls,4.0,100,shivajinagar
Sweet Chariot,12.9682468999,77.6511723921,320,"bakery, desserts",4.0,100,jeevan bhima nagar
The Pastry Zone,13.0140333,77.6404309,1276,"bakery, desserts",3.8,100,kalyan nagar
Mizo Kitchen,12.9332479705,77.6230159029,99,"north eastern, chinese",4.3,100,koramangala 5th block
Rajpurohit Sweets,13.002979237,77.6609594375,69,"mithai, street food",4.2,100,banaswadi
Kentacky Chicken Corner,12.9667689,77.5957074,167,south indian,4.0,100,richmond road
Grill Hut,12.9846612915,77.6751302012,0,"rolls, kebab, burger, biryani",4.0,100,kaggadasapura
Lavonne,12.9694168986,77.600472942,202,"cafe, fast food, bakery, beverages, desserts",4.2,100,st. marks road
The Kebabwalla,12.9434958,77.6205049,37,"north indian, kebab, rolls",4.0,100,koramangala 8th block
Happy Belly Bakes,12.971673,77.61261,210,"bakery, desserts, cafe, beverages",4.5,100,mg road
Chinita Real Mexican Food,12.9354399385,77.6226118952,1250,"mexican, salad, beverages, desserts",4.2,400,koramangala 5th block
Plan B,12.969639397,77.6065327227,4646,"american, continental, bar food, chinese, fast food, pizza, burger, beverages",4.2,400,brigade road
Login 2 Eat,12.9352684,77.6299585,160,"north indian, mughlai, chinese, biryani, bbq, kebab, street food",3.8,400,koramangala 4th block
Sri Krishna Nanda Gokul Veg Restaurant,13.0101719531,77.6578004658,8,"south indian, north indian, chinese, street food, beverages, shake",3.8,400,banaswadi
Copper Chimney,12.994413,77.700061,577,"north indian, mughlai, biryani, beverages",3.9,400,whitefield
The Coorg Food Co.,12.9409485292,77.6243013516,12,south indian,3.9,400,koramangala 6th block
FoodX Restaurant,12.9923586722,77.5942153484,103,"chinese, south indian, beverages, sichuan",4.1,400,vasanth nagar
Paratha Plaza,12.9313396225,77.6326909661,152,north indian,4.0,400,koramangala 4th block
Arabian Hot Spot,13.0201074,77.6395511,411,"arabian, mughlai, north indian, beverages, juices",4.0,400,kalyan nagar
Steve's Fast Food,12.956626,77.65533,91,"chinese, momos, seafood",3.9,400,old airport road
Taste Of Tibet,12.9735125,77.6069371,425,"chinese, street food, momos, sichuan",4.0,400,brigade road
Bhojohori Manna,12.937445958,77.6242762059,2192,"bengali, desserts",3.8,400,koramangala 6th block
Rajhans,12.9710018279,77.6007639617,114,"north indian, chinese, fast food, sichuan, beverages",3.7,150,st. marks road
The Tea Brewery,12.9293021835,77.6347156987,5552,"tea, fast food, beverages",4.4,150,koramangala 1st block
Shyamji's Chole Bhature,12.935482,77.621205,49,"street food, north indian",4.1,150,koramangala 5th block
Pizza Stop,12.9730366389,77.5999686867,1000,"pasta, pizza, fast food",4.1,150,lavelle road
Brindavan Upachar,13.0112238271,77.6351528987,8,"south indian, north indian, chinese",4.1,150,kammanahalli
The Salad Studio,12.9345932817,77.6194398478,2033,"salad, healthy food",4.3,150,koramangala 5th block
Kabab Magic Roll,12.956551512,77.619667165,12,"chinese, fast food, rolls, bbq",3.6,150,richmond road
New Green Gardenia,13.0320124486,77.6704930142,54,"north indian, chinese, mughlai, andhra, kebab, desserts, beverages, sichuan",3.6,150,rammurthy nagar
Sri Basaveshwara Khanavali,12.9778563432,77.6665763184,9,south indian,4.0,150,cv raman nagar
Saffron Vegetarian Cuisine,13.0129861959,77.6478129253,705,"north indian, chinese, mexican",4.1,150,banaswadi
Foodism.in,13.0147233992,77.6346231624,1821,"north indian, chinese, beverages, sichuan, street food",3.6,150,kammanahalli
The Baklava Company,12.9733238243,77.620180808,38,"mithai, desserts",4.0,150,mg road
Not Just Parathas,12.9724132593,77.6785929501,139,"north indian, mughlai, chinese, rolls, kebab, sichuan, momos",3.9,150,kaggadasapura
Chaat Point,12.9956236213,77.6109013706,210,street food,4.2,150,frazer town
Anupam's Coast II Coast,12.9743905566,77.6075435802,1311,"chinese, mangalorean, north indian, mughlai, seafood, beverages, desserts",4.3,150,church street
Artinci - Indulge Guilt Free!,12.9589293,77.6600596,735,"desserts, ice cream, bakery",4.1,150,old airport road
Saapad Raman,13.014857,77.6337322,110,"south indian, biryani, andhra",3.9,150,kammanahalli
The Only Place,12.9733153296,77.603491433,3122,"italian, steak, continental, fast food, desserts, beverages",4.2,150,church street
Mamagoto,12.9243799105,77.638769187,41,"asian, chinese, sushi, thai",3.8,150,koramangala 1st block
MISU,12.9706744531,77.600697577,2744,"asian, japanese, thai, burmese, korean, indonesian, vietnamese, singaporean",4.2,150,st. marks road
Jalandhar Junction,13.0084882921,77.6516461372,14,"north indian, chinese, beverages, desserts, sichuan",3.6,150,banaswadi
Hyderabad Biryani Zone,13.0207701959,77.6732959226,23,"biryani, north indian, chinese, mughlai, seafood, kebab, rolls, sichuan",3.4,150,rammurthy nagar
Simply Andhra,13.014857,77.6337322,621,"south indian, andhra",3.3,150,kammanahalli
Appu's Donne Biryani,12.9407084,77.6254214,11,"biryani, kebab, south indian",4.0,150,koramangala 6th block
Pizza House,12.9933354826,77.6086342335,0,"burger, pizza, street food, fast food, shake, beverages, ice cream",-,150,frazer town
Sendhoor Nataraaj Restaurant,12.9706169501,77.6334694773,14,"kebab, biryani, bbq, roast chicken",4.3,150,ulsoor
Homely MealBox,12.92218,77.63902,450,"chinese, north indian",3.9,150,koramangala 1st block
Kartiks Mithai Shoppe,12.9856463455,77.6682932675,133,"mithai, street food",4.3,150,kaggadasapura
Dairy Day Ice Creams,12.9589206934,77.6601239294,46,"ice cream, desserts",4.0,150,old airport road
Paratha Box by EatFit,13.0084425581,77.6517141983,125,"north indian, desserts, beverages",3.4,150,banaswadi
Puliyogare Palace,13.0129162,77.63707315,26,north indian,2.9,150,r s palya kammanahalli
Arabian Mataam,13.0004990768,77.6176816598,95,"arabian, north indian, mughlai, mandi",4.0,150,frazer town
B Track,13.0145460208,77.6350952312,9,"chinese, naga, continental",3.8,150,kammanahalli
Coastal Machali Co.,12.9657957986,77.5978363305,254,"asian, mangalorean, seafood, south indian, north indian, chinese, beverages, sichuan",3.7,150,residency road
Hotel Green Tara,12.9728520429,77.6071080565,73,"chinese, tibetan, sichuan",4.3,150,brigade road
Maedah,12.9440726675,77.617324926,1824,"north indian, chinese, arabian, mughlai, kebab, beverages, desserts",3.3,150,koramangala 8th block
Gudbud,12.9352223,77.6300763,209,"ice cream, shake, beverages",4.3,150,ejipura
Mane Holige,12.9369613647,77.6246657968,188,mithai,4.4,150,koramangala 6th block
Nando's,12.997432,77.69654,4823,"burger, fast food, portuguese",4.0,150,whitefield
Layer Bites,12.955841,77.705376,218,bakery,3.9,150,marathahalli
Nomad Pizza - Traveller Series,12.9122715036,77.6270724959,637,"beverages, pizza",4.0,150,bommanahalli
Sundae Everyday Ice Creams,12.9839556574,77.678515166,189,"beverages, ice cream, desserts",3.6,150,kaggadasapura
HRX by EatFit,13.0084321046,77.6517232507,11,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",3.9,150,banaswadi
Rannaghar,12.9721950107,77.6784906909,177,"bengali, chinese, sichuan",4.0,150,kaggadasapura
Hyderabad Biryaani House,13.018778931,77.6433408667,0,"biryani, chinese, seafood, north indian",New,150,kalyan nagar
Lhenzom Tibetan Restaurant,13.0083465165,77.6521477103,6,"tibetan, korean, chinese, fast food, momos, beverages, sichuan",4.1,150,banaswadi
Yak's Kitchen,12.9737374491,77.6068277657,204,"tibetan, sushi, chinese, beverages",4.2,150,shanti nagar
The Mangalorean,13.0143880844,77.6328887939,235,"mangalorean, seafood, north indian, konkan",4.1,150,kammanahalli
Maalgaadi By Dhaba Estd 1986 Delhi,12.9244766381,77.6387420297,540,"north indian, mughlai, kebab",4.0,250,koramangala 1st block
Sarathi Kitchen,12.9366414608,77.6199960709,137,"bengali, mughlai",3.4,250,koramangala 5th block
Mr. Momo,12.9780143,77.6176412,111,"momos, chinese",3.9,250,ulsoor
